,smiles,BBBP,group
42,CC(=O)N1CCN(C(=O)Cc2cc(F)cc(F)c2)[C@@H](CN2CC[C@@H](O)C2)C1,0,training
43,CC(NN)c1ccccc1,1,test
44,CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,1,training
45,COc1ccc(Cl)c2c1CCCC2N(C)C,1,training
46,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,0,training
47,O=C(OC1CN2CCC1CC2)c1ccccc1,1,training
48,COc1cccc(C(=O)NC2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1OC,1,training
49,c1ccc(C2CCN(CC3CCCc4c3ccc3c4OCO3)C2)cc1,1,training
50,CN(C)CCOC(=O)COc1ccc(Cl)cc1,1,training
51,O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1,1,training
52,CCCC(CCC)C(=O)O,1,training
53,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,1,training
54,COc1ccc(C[C@H](N)C(=O)NC2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,0,test
55,OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,1,training
56,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1,1,training
57,CC(C)C(O)C1CCCCC1,1,training
58,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1,training
59,NC(=O)CN1C(=O)COc2ccccc21,1,training
60,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0,training
61,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,0,training
62,O=C(CCCl)NCCc1ccccc1,1,test
63,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1,training
64,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,0,training
65,CC1(C)[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,0,training
66,CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,1,test
67,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,0,training
68,c1ccccc1,1,training
69,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,1,training
70,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1,training
71,CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,1,test
72,CCC(NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1,test
73,COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,1,training
74,CCNC(=NC#N)NCCSCc1ncccc1Br,0,test
75,CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,1,training
76,CN(C)c1cc(-c2n[nH]c(N)n2)ccn1,0,training
77,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1,training
78,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1,valid
79,OCC(O)C(O)C(O)C(O)CO,0,training
80,O=c1[nH]c2cc(Cl)ccc2o1,1,training
81,CC1(C)NC(=O)C(/C=C/c2ccccc2)O1,1,valid
82,CC1=NN(c2ccccc2)C(=O)C1,1,training
83,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0,training
84,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CC[C@@H](O)C1,1,training
85,C#CCN(C)Cc1ccccc1,1,training
86,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1,training
87,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,valid
88,Clc1ccc2c(c1)[C@H]1CNC[C@H]1c1ccccc1O2,1,training
89,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,1,training
90,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1,training
91,Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O,1,training
92,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,1,training
93,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,training
94,CCCl,1,training
95,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H](C(C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,0,training
96,CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21,1,training
97,CC(C)C(Br)C(=O)NC(N)=O,1,training
98,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0,training
99,Cc1ccccc1C,1,training
100,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,0,training
101,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,1,training
102,CCCC(CCC)(CCC)C(N)=O,1,training
103,C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,1,test
104,CCCCCCCCCNc1ncnc2[nH]ccc12,1,training
105,NCC(O)c1cccc(O)c1,0,training
106,Nc1ccc(C(=O)O)c(O)c1,0,training
107,CC(=O)OCC/C(SC(C)=O)=C(/C)N(C=O)Cc1cnc(C)nc1N,1,training
108,O=c1cc[nH]nc1,1,training
109,CN1CCN(C2=Nc3cscc3/C(=C/C#N)c3cscc32)CC1,1,training
110,CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,1,valid
111,Clc1ccc2c(c1)/C(=C/C1CN3CCC1CC3)c1ccccc1S2,1,training
112,C#C[C@]1(O)CC[C@H]2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)[C@H]3CCC21C,1,training
113,CCC1C(=O)NC(=O)C1(C)c1ccccc1,1,test
114,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,1,training
115,CN(C)C(=O)CCNc1ccc(Br)cc1,1,training
116,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,valid
117,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,training
118,COC1C(O)CC(=O)OC(C)C/C=C/C=C/C(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0,training
119,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1,training
120,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,1,valid
121,CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,1,training
122,NC(=O)OCC1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,training
123,NCC(O)c1ccc(O)c(O)c1,0,training
124,NS(=O)(=O)Cc1noc2ccccc12,1,training
125,CCCCn1ccc(=O)c(O)c1C,1,training
126,O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCC[C@H]1CN1CCCC1,1,test
127,CC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
128,Cc1[nH]nc2c1N(c1ccccc1)C(=O)CC(=O)N2C,1,valid
129,N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2,1,training
130,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,valid
131,Clc1cccc(Cl)c1NC1=NCCO1,1,training
132,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,1,training
133,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CCCC1,1,training
134,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc([N+](=O)[O-])c4C[C@H]3C[C@@H]12,0,training
135,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0,test
136,CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1,training
137,CC[C@H](NC(=O)c1c(OCCCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,training
138,O=[N+]([O-])C1=CC=NC1NCCSCc1ncccc1Br,1,training
139,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0,training
140,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOCC1CC1,1,training
141,CCn1ccc(=O)c(O)c1C,1,training
142,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,1,test
143,OC1OC(COCCOC(O)C(Cl)(Cl)Cl)C(OC2OC(COCCOCCOC(O)C(Cl)(Cl)Cl)CC(OC(O)C(Cl)(Cl)Cl)C2O)C(OCCOCCOC(O)C(Cl)(Cl)Cl)C1O,1,valid
144,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,1,training
145,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4OC)CC3)c2cc1OC,1,training
146,O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1,1,training
147,CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,1,training
148,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C\C=C/C=C\C=C/C=C\C=C/C=C\[C@H](C)[C@@H](O)[C@H]1C)O2,0,training
149,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,0,training
150,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0,training
151,CC1Oc2ccccc2CC1N(C)C,1,training
152,Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21,1,training
153,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1,training
154,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)[C@H]2SC1,0,test
155,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,1,training
156,O=C1CN=C(C2=CCCCC2)c2cc(Cl)ccc2N1,1,training
157,O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,1,training
158,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,1,valid
159,CNCC(O)c1ccc(O)c(O)c1,0,test
160,CCCCCCCCCC1(C)OCC(COC(N)=O)O1,1,training
161,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(C)C(=O)CO,1,test
162,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,0,training
163,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,1,test
164,CCNC(=O)/C=C/c1cccc(Br)c1,1,training
165,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1,training
166,C[N+](C)([O-])CC/C=C1/c2ccccc2C=Cc2c(Cl)cccc21,1,test
167,CCc1c(O)c(=O)ccn1CCCCO,0,training
168,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,0,training
169,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0,valid
170,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1,training
171,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0,training
172,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,valid
173,NC(=O)N1c2ccccc2C2OC2c2ccccc21,1,training
174,CCC1(CC)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,1,training
175,Cc1cccc(C)c1NC1=NCCCS1,1,training
176,CCC(O)(COC(N)=O)c1ccccc1,1,training
177,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,1,training
178,CNC(=O)NC(O)C(Cl)(Cl)Cl,1,test
179,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,1,test
180,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,1,training
181,NC(=O)OCC(O)COc1ccc(Cl)cc1,1,training
182,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,1,training
183,O=C1[C@H]2[C@H]3C=C[C@H]([C@@H]4C=C[C@@H]43)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1,training
184,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1,training
185,CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,1,training
186,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
187,NC(=O)C1CCCCO1,1,training
188,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,training
189,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1,training
190,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,0,training
191,CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,1,training
192,CNCCCN1Cc2ccccc2Cc2ccccc21,1,test
193,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,1,training
194,CC12NC(Cc3ccccc31)c1ccccc12,1,training
195,CNC/C=C(/c1ccc(Br)cc1)c1cccnc1,1,training
196,CN1CC[C@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5,1,training
197,CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,training
198,CCN(CC)CC(=O)Nc1c(C)cccc1C,1,valid
199,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cc(Br)cc3c2OCC3)C1,1,training
200,CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,training
201,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1,1,training
202,NS(=O)(=O)c1ccc(C(=O)O)cc1,1,training
203,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,1,training
204,CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1,training
205,CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,1,training
206,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1,training
207,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,1,test
208,Fc1ccc(C(CCCN2CCN(CCNc3ccccc3)CC2)c2ccc(F)cc2)cc1,1,test
209,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,1,training
210,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0,training
211,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,training
212,NC(=O)c1ccccc1O,1,training
213,CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5,1,training
214,CN(C)[C@@H]1C(=O)/C(=C(/O)NCN2CCCC2)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,1,training
215,CN(C/C=C/c1ccccc1)CCOC(c1ccccc1)c1ccccc1,1,training
216,O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,1,training
217,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,1,training
218,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1,training
219,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,1,training
220,Cc1cc(N/C(O)=C2\C(=O)c3ccccc3S(=O)(=O)N2C)no1,0,training
221,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,training
222,CC(C)n1cc2c3c(cccc31)C1C[C@@H](C(=O)NC3CCCCC3)CN(C)C1C2,1,training
223,CN1C(=O)CCC1c1cccnc1,1,training
224,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,valid
225,CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1,1,training
226,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0,test
227,CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
228,CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CCl,1,training
229,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,1,training
230,Clc1ccc2c(c1)C1CNCC1c1ccccc1O2,1,training
231,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,0,training
232,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,1,training
233,CN1CCC(=C2c3ccccc3Oc3ccc(Cl)cc32)CC1,1,training
234,Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,1,training
235,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,1,training
236,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,0,valid
237,NC/C(=C/F)CCc1ccc(F)cc1,1,training
238,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0,valid
239,CC(=O)Nc1cccc(O)c1,1,test
240,Clc1ccc(OCC2=NCCN2)cc1Cl,1,training
241,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,0,training
242,CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1,training
243,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1,training
244,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2,1,training
245,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,0,training
246,CCC1(O)CCN2CCc3ccc(C)cc3C2C1,1,training
247,CCOC(=O)NNC(C)c1ccccc1,1,valid
248,O=C(CN1CCC23CCCCC2C1Cc1ccc(O)cc13)c1ccccc1,1,training
249,CC(C)CCOC(CN1CCCC1)c1ccccc1,1,training
250,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1,training
251,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,0,training
252,CN(C)CCC=C1c2ccccc2COc2ccccc21,1,training
253,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,1,training
254,Cc1nc2n(n1)C(N1CCN(C)CC1)=Nc1ccccc1C2,1,training
255,CN1CCOC(c2ccccc2)c2ccccc2C1,1,training
256,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,training
257,N/C(N=O)=C1\NNc2ccccc2N(Cc2ccccc2)C1=O,1,training
258,O=C1N=C(NC2CC2)OC1c1ccccc1,1,valid
259,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,1,training
260,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1,training
261,CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,training
262,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,1,training
263,CCCNC(=O)N1CC(c2ccccc2)OC1=O,1,training
264,CNC[C@H](O)c1ccc(O)c(O)c1,0,valid
265,CC(NNC(=O)c1ccccc1)c1ccccc1,1,training
266,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,1,training
267,CSC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,training
268,O=C(O)C1CCN1C12CC3CC(CC(C3)C1)C2,1,training
269,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0,training
270,CN1CCCc2cccc(OCC3CNCCO3)c21,1,training
271,CCC(C)C(CC)C(N)=O,1,training
272,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,valid
