,smiles,Mutagenicity,group
112,O[C@H]1C=C2c3ccc4ccccc4c3-c3cccc(c32)[C@@H]1O,1,training
113,ON1c2ccccc2/C(=N\c2ccccc2)C1(c1ccccc1)c1ccccc1,0,training
114,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,1,test
115,BrCc1ccc2c(c1)-c1cccc3cccc-2c13,1,valid
116,CCCC[C@@H](CC)COC(=O)CCCCCCCCC(=O)OC[C@H](CC)CCCC,0,training
117,Cc1ccc2cc3c(c4c2c1CC4)C1NC1c1ccccc1-3,1,training
118,Nc1ccc2ccccc2c1S(=O)(=O)O,1,training
119,NNc1nncc2ccncc12,1,test
120,CNCCN(Cc1ccc(OC)cc1)c1ccccn1,0,training
121,O=C(O)c1ccc(C=Nn2nnc3c([nH]c4ccccc43)c2=O)cc1,1,training
122,c1ccc2c(c1)cc(C1CO1)c1ccccc12,1,training
123,Oc1c2nc3ccccc3c-2nnn1/N=C/c1ccccc1,1,training
124,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0,training
125,Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1,training
126,OC1c2ccccc2-c2cc3ccccc3c(Br)c2C1O,0,training
127,Nc1cccc2ncccc12,1,training
128,C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,0,valid
129,O=S(=O)(O)OCc1c2ccccc2c(CO)c2c1ccc1ccccc12,1,training
130,CC(=O)N(O)c1ccc(Sc2ccccc2)cc1,1,training
131,Cc1c2ccccc2c(CBr)c2c1ccc1ccccc12,1,valid
132,Cc1nc2ccc(N(C)C)c(C)c2nc1C,1,training
133,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1C[C@@H]3O,1,training
134,CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,0,training
135,NS(=O)(=O)c1cccc2cccnc12,0,training
136,Cc1ccc(CCC2CO2)cc1,1,training
137,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0,training
138,CCCC[C@H](CC)COC(=O)c1cccc(C(=O)OC[C@@H](CC)CCCC)c1,0,training
139,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,0,training
140,[O-][NH+](O)c1ccccc1,0,training
141,Cc1ccc2cccnc2c1,1,training
142,O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,0,training
143,O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2c2ccccc12,1,training
144,C=C1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)O)C2CCC1(OC(C)=O)C3,0,training
145,O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2O)cc1,0,training
146,O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)C=CCC4,1,valid
147,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,0,training
148,O=C(NC(S)c1nc2ccccc2s1)NC(S)c1nc2ccccc2s1,1,test
149,CCCCCCCCCCCCCCCC[C@H]1CO1,0,training
150,CC(=O)OC1C(OC23C=C(C)C4(CC4)C(C)(O)C2C(=O)C(C)(C)C3)OC(CO)C(OC(=O)/C=C/c2ccc(O)cc2)C1O,1,training
151,Cc1cc2cc3ccccc3cc2c2ccccc12,1,training
152,COc1ccc2nc(N)sc2c1,1,training
153,O=C/C=C/C=C/C=O,1,training
154,Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,1,training
155,C=CBr,1,training
156,O=c1oc2cc(-n3nc4ccc5ccccc5c4n3)ccc2cc1-c1ccccc1,0,training
157,COc1ccc(CNC(=O)C(C)Br)cc1OC,1,training
158,O=C(c1ccc(F)cc1)[C@H]1O[C@@H]1c1ccccc1,1,training
159,CC(C)S(=O)(=O)Cl,1,test
160,COc1cc([N+](=O)[O-])c2ncccc2c1,1,training
161,Cc1cnc2ccc3c(nc(N)n3C)c2n1,1,training
162,O=C(c1ccccc1)C(O)c1ccccc1,0,valid
163,CC(C)(Cl)OC(C)(C)Cl,1,training
164,O=C/C=C/c1ccccc1[N+](=O)[O-],1,training
165,Nc1nc(O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,0,training
166,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,0,training
167,CN(C)CCNC(=O)c1cccc2nc3ccccc3nc12,1,test
168,c1ccc2c(c1)C1OOC2c2ccccc21,0,training
169,COCCc1ccc(OCC(O)CNC(C)C)cc1,0,training
170,CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,0,training
171,CN(C)N=Nc1ccc([N+](=O)[O-])cc1,1,test
172,CC(Cc1ccccc1)NOS(=O)(=O)ONC(C)Cc1ccccc1,0,training
173,Cc1ccc(NO)cc1C,1,training
174,COc1cccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)c1,1,training
175,COc1ccc(Cc2cnc(N)nc2N)cc1OC,1,training
176,C/C=C/Cl,1,training
177,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(S(=O)(=O)O)cc2)cc1,1,training
178,C1=CC23CCCC2(C=C1)O3,1,test
179,CCCC(=O)Nc1snc2ccccc12,0,training
180,O=C1CCC(=O)O1,0,valid
181,O=[N+]([O-])c1cc2c3c(c1)CCc1cc([N+](=O)[O-])cc(c1-3)CC2,1,test
182,OC1C=Cc2c(ccc3ccccc23)C1O,1,training
183,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,0,training
184,FC(F)(F)c1ccc(Cl)cc1,0,training
185,Oc1cccc2c3ccccc3c3cc4ccccc4cc3c12,0,training
186,C=CCCCC[C@H]1CO1,1,training
187,NC(=O)CCCCC(N)=O,0,training
188,C[C@@H](S)C(=O)NCC(=O)O,0,training
189,CCCCN(CC(O)CCO)N=O,1,valid
190,Nc1ccccc1C(=O)CC(N)C(=O)O,0,training
191,COc1cccc(NC(=O)c2csc([N+](=O)[O-])c2)c1,1,training
192,CC(C)OC[C@H]1CO1,1,valid
193,O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,0,training
194,c1ccc(-c2ccc(OCC3CO3)cc2)cc1,1,test
195,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,0,test
196,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,0,training
197,NC(=O)N(c1ccccc1)c1ccccc1,0,training
198,CC(=O)Nc1cccc(O)c1,0,training
199,Cc1c(C)c(N)c(C)c(C)c1N,0,training
200,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C/c3scnc3C)CSC12)c1csc(N)n1,0,training
201,c1ccc(-c2ccc([C@@H]3CO3)cc2)cc1,1,training
202,COc1cc(O)ccc1Nc1c2ccccc2nc2ccccc12,1,training
203,CCC[CH-][N+](=O)[O-],0,training
204,O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O,0,test
205,CC(=O)CC(=O)Nc1ccccc1C,0,training
206,[O-][NH+](O)c1cc([NH+]([O-])O)c2ccccc2c1,1,valid
207,CC1C=Cc2ccc3ccc4ccccc4c3c21,0,training
208,CC(C)Nc1ccc(Nc2ccccc2)cc1,0,valid
209,BrCc1cc2c3c(cccc3c1)-c1ccccc1-2,1,training
210,OC1C=Cc2ccc3c(ccc4ccccc43)c2C1O,1,training
211,CC(=O)Nc1ccc(-c2ccccc2)cc1,1,training
212,Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,1,training
213,O=C(O)/C(Cl)=C(\CO)C(Cl)Cl,1,valid
214,CN(C)CCCN=c1c2ccccc2[nH]c2cccc([N+](=O)[O-])c12,1,test
215,Clc1cc(Cl)cc(Cl)c1,0,training
216,O=[N+]([O-])c1ccc(OCC2CO2)cc1,1,training
217,C[N-][NH+](C)O,1,training
218,N=C(N)c1ccccc1,0,valid
219,COc1cc([N+](=O)[O-])ccc1N,1,training
220,c1ccc2cc3c(ccc4ccccc43)cc2c1,1,training
221,COc1ccc([NH+]([O-])O)cc1,1,training
222,CC(C)CN(N)CC(C)C,1,training
223,Cc1cccc(N=O)c1,0,training
224,Cc1ccc2c(CO)c3ccc4ccccc4c3nc2c1,0,training
225,OCC(O)CCl,1,training
226,Cc1ccc(S(=O)(=O)N2C3c4ccccc4-c4ccccc4C32)cc1,1,training
227,Cc1ccco1,0,training
228,CC1CN(/N=C/c2ccc([NH+]([O-])O)o2)C(=O)N1,1,training
229,FC(F)OC(F)(F)C(F)Cl,0,training
230,N[C@@H]1C[C@H]1c1ccccc1,0,valid
231,CN1C=CN(COCCC(C)(C)[N+](=O)[O-])C1/C=N/O,0,valid
232,ICCc1ccc(OCc2ccccc2)cc1,1,training
233,O=C(c1ccc2c(c1)OCO2)[C@@H]1CO1,1,test
234,c1ccc2c(c1)-c1cc3c(ccc4ccccc43)nc1C1OC21,1,training
235,CC(/C=C(/C#N)c1ccc(Br)cc1)C(c1ccccc1)C(C#N)c1ccc(Br)cc1,0,valid
236,C=C(C)[C@H]1C=C2C(COC(=O)CCCCCCCCCCCCCCCCC)=CC=C2C(C)=CC1,1,training
237,c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,1,training
238,CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,0,training
239,CC(C)(COCC1CO1)COCC1CO1,1,training
240,CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1,training
241,NCC(=O)O,0,training
242,Nc1ccc2c3c(cccc13)-c1ccccc1-2,1,training
243,Nc1c(C(=O)N/N=C/c2ccccc2)[nH]c2ccccc12,0,training
244,CC(=O)NC(CSCCCl)C(=O)O,1,training
245,CC(=O)N(O)c1ccc2ccc3cccc4ccc1c2c34,1,training
246,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0,training
247,O=C1CC(=O)C1=O,0,training
248,O=P1(N(CCCl)CCCl)NC(O)CCO1,1,training
249,O=C(O)c1cc2ccccc2cc1O,0,training
250,ClC[C@H](Cl)CBr,1,training
251,Oc1ncc(F)c(O)n1,0,training
252,C1=Cc2cc3ccccc3c3cccc1c23,1,training
253,Cc1cc(N=Nc2cccnc2)c(N)cc1N,1,valid
254,Cn1c2ccc3ccccc3c2c2c3ccccc3ccc21,1,training
255,CCCC=[N+]([O-])O,0,training
256,O=[N+]([O-])c1ccc2c(O)cc3cccc4ccc1c2c43,1,test
257,O[C@@H](c1ccc2c(c1)OCO2)[C@@H]1CO1,1,training
258,COc1nncc2ccncc12,0,test
259,Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,1,training
260,N#[N+]c1nc[nH]c1C(N)=O,1,training
261,CC(C)Oc1ccc(Nc2ccccc2)cc1,0,valid
262,CCC#N,0,training
263,C[C@@H]1C=Cc2c1ccc1c2ccc2ccccc21,1,training
264,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,1,training
265,O=C(/N=c1\sn(C(=O)c2ccc(Cl)cc2)c2ccc([N+](=O)[O-])cc12)c1ccc(Cl)cc1,1,training
266,OCCCc1ccccc1,0,test
267,C1COCCN1,0,training
268,Nc1c2ccccc2nc2ccc(O)cc12,1,training
269,O=C1N(CCO)CCN1/N=C/c1ccc([NH+]([O-])O)o1,1,training
270,CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,0,training
271,CCCCOC(=O)COc1ccc(Cl)cc1Cl,0,training
272,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,0,training
273,CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,0,training
274,ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,0,training
275,CC1C(O)CCC2=CC(=O)C3(C4(CO)CO4)OC3C21C,1,training
276,Oc1c(Br)cc(Br)cc1Br,0,training
277,C=COCC(F)(F)F,1,training
278,Cc1ccccc1C=O,0,training
279,OCc1cc2cccc3ccc4cc5ccccc5c1c4c32,0,test
280,c1cc(OC[C@H]2CO2)cc(OC[C@H]2CO2)c1,1,training
281,Nc1c(O)cccc1C(=O)O,0,training
282,ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,test
283,CCCC(=O)OCc1ccc([N+](=O)[O-])cc1,1,training
284,C=C1CCC=C(C)CC[C@@H]2[C@H]1CC2(C)C,0,training
285,O=[N+]([O-])c1ccc2c3c(cccc13)C=C2,1,test
286,Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,0,test
287,Nc1cc(Cl)cc(C(=O)O)c1Cl,1,training
288,C[C@@H](Cl)CCl,1,valid
289,c1ccc2c(c1)ccc1ncccc12,1,valid
290,O=C(Cl)c1cc([NH+]([O-])O)cc([NH+]([O-])O)c1,1,training
291,C[N+]1([O-])CC=C(c2ccccc2)CC1,0,training
292,Cc1nc2c(cc(C)c3ccc4ccc(O)cc4c32)[nH]1,1,valid
293,O=C(O)CS,0,training
294,Oc1ccnc2ccccc12,0,training
295,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,0,training
296,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1,training
297,O=C(O)[C@@H](Cl)Br,1,training
298,CC(C)CN,0,training
299,O=C1C=CC(=O)C1(Cl)Cl,1,training
300,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,0,training
301,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0,training
302,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,1,training
303,Nc1cccc(O)c1,1,training
304,CCCCOC(=O)c1cccc2cccnc12,0,training
305,O=[N+]([O-])c1ccc2c(c1)c([N+](=O)[O-])cc1cccc([N+](=O)[O-])c12,1,test
306,C=CC1CN2CCC1CC2C(OC(=O)OCC)c1ccnc2ccc(OC)cc12,0,valid
307,COc1cc2c3c(cc(C)c2c2ccccc12)C(=O)CC3,1,training
308,COC(=O)C12CC1(C=O)C(C=O)C=C1CC(C)(C)CC12,1,training
309,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,1,training
310,Cc1cc(N)c([N+](=O)[O-])c(C)c1N,0,training
311,Clc1ccc2oc3ccccc3c2c1,1,training
312,O=[N+]([O-])c1ccc2c[nH]nc2c1,1,training
313,CCOC(=O)N(CC)N=O,1,training
314,CC(=O)OCc1ccc(N=Nc2ccc(N(C)C)cc2)cc1,1,training
315,O=S(=O)(O)OCc1cc2ccccc2c2ccc3ccccc3c12,1,training
316,Cc1coc2c1CCC(C)C2,0,training
317,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,1,training
318,O=[N+]([O-])c1ccc2c3ccccc3c3c([N+](=O)[O-])ccc4ccc1c2c43,1,training
319,C=CC(=O)OCC(C)O,0,training
320,O=C1OC(=O)c2ccccc21,0,training
321,[O-][N+](O)=C(Cl)Cl,1,training
322,Nc1cc2ccccc2cc1N,1,training
323,CCCCCCCC/C=C\CCCCCCCC(=O)OC,0,training
324,Cc1ccc2c(c1[NH+]([O-])O)C(=O)c1ccccc1C2=O,1,training
325,Nc1ccc(/N=N/c2ccc(S(=O)(=O)O)cc2)c(N)c1,1,training
326,CC(C)(C)N=C(O)C=Cc1ccc([N+](=O)[O-])o1,1,training
327,CCOC(/C=C(/C)CCC=C(C)C)OCC,0,training
328,CC(C)=CCC1C(=O)C(=O)c2ccccc2C1=O,0,training
329,CCCC,0,training
330,Cc1ccc([C@@H]2CO2)cc1,1,training
331,COc1ccccc1[N+](=O)[O-],1,training
332,CNCCCC(=O)O,0,training
333,Nc1ccc(Cc2cc(O)c(N)c(Cl)c2)cc1Cl,0,training
334,COC(=O)c1ccccc1,0,test
335,OCC1OC(n2cnc3c2ncn2ccnc32)CC1O,0,training
336,CCC(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,1,training
337,O=[N+]([O-])c1ccc(C=CC(O)=NN=Cc2ccc([N+](=O)[O-])o2)o1,1,test
338,Cc1ccccc1OCC1CO1,1,training
339,O=Nc1ccc2c(c1)Cc1ccccc1-2,1,training
340,Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,0,training
341,Cc1ccc([N+](=O)[O-])cc1N=[N+]([O-])c1cc([N+](=O)[O-])ccc1C,0,test
342,O=S1(=O)CCCCO1,1,test
343,OCc1ccnc2ccccc12,0,training
344,C[N+](C)(C)CCCl,0,training
345,BrCc1cccc2c1-c1cccc3cccc-2c13,1,training
346,ClC[C@]1(C(Cl)Cl)[C@@H]2CC(Cl)(Cl)[C@@]1(CCl)[C@H](Cl)[C@@H]2Cl,1,training
347,COc1cc(N)ccc1N,1,training
348,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0,training
349,CC(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0,training
350,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl,1,valid
351,O=[N+]([O-])CCO,1,training
352,O=[N+]([O-])c1ccc(-c2nc3sccn3c2[N+](=O)[O-])cc1,1,training
353,C(CCC1CO1)CC1CO1,1,training
354,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,1,training
355,O=C1CCCCCCCCCCCCCCO1,0,training
356,COc1c(Cl)ccc(Cl)c1C(=O)O,0,training
357,CCN(CC)CCNc1ccc(COC(=O)c2ccco2)c2sc3ccccc3c(=O)c12,1,test
358,Cc1c2c(cc3ccccc13)-c1ccccc1C1NC21,1,training
359,[N-2][NH+]=CC(=O)OCC(N)C(=O)O,1,test
360,CC1CO1,1,training
361,OC1C=CC=CC1O,1,training
362,CCc1ccccc1O,0,training
363,N=c1[nH]cc([N+](=O)[O-])s1,1,training
364,Cc1cccc(N)c1N,1,training
365,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1,training
366,O=c1ccc2cc3ccoc3cc2o1,0,training
367,CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,1,training
368,CCCCBr,1,training
369,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0,training
370,NC(=S)c1c(Cl)cccc1Cl,1,training
371,O=NN1CCCC1c1cccnc1,1,training
372,Cc1c(/C=N/OCc2ccccc2)c2cc([N+](=O)[O-])ccc2n1Cc1cccc([N+](=O)[O-])c1,1,training
373,ONc1cccc2ccccc12,1,training
374,CCN(C=O)N=O,1,training
375,[O-][NH+](O)c1ccc(CCO)cc1,1,training
376,O=[N+]([O-])c1ccc2c(ccc3c4ccccc4ccc23)c1,1,training
