,smiles,Mutagenicity,group
202,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,1,valid
203,O[C@@H]1C=Cc2ccc3c(ccc4ccccc43)c2[C@H]1O,1,training
204,[O-][NH+](O)c1c(O)ccc2ccccc12,1,training
205,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2cc([N-][N+]#N)ccc12,1,valid
206,O=C1C=C(CCl)C(O)O1,1,valid
207,Oc1ccc2ccc3c4ccccc4ccc3c2c1,1,training
208,ClC[C@H]1CO1,1,training
209,Cc1ccc2cccc([N+](=O)[O-])c2c1,1,training
210,CC(=O)Nc1ccc([C@H]2O[C@H]2C(=O)c2ccccc2)cc1,1,training
211,CC[C@@]1(CC(=O)O)OCCc2c1n(C)c1ccccc21,0,training
212,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,1,training
213,FC(C(F)(F)F)C(F)(F)F,0,valid
214,NC(CCC(=O)NNc1ccc(CO)cc1)C(=O)O,1,training
215,Fc1ccccc1,1,test
216,Cc1nc(N)c(C)c2c1[nH]c1ccccc12,1,training
217,OCC(O)C(O)C(O)C(O)CO,0,test
218,CCCCCCCCS(=O)[C@H](C)Cc1ccc2c(c1)OCO2,0,valid
219,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,1,training
220,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],1,training
221,O=C1c2ccccc2-c2cc3ccccc3cc21,1,training
222,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0,training
223,COC1=CC(=O)C(=O)C(C(C)(C)C)=C1,0,training
224,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,1,training
225,O=C1OC(O)C(CCl)=C1Cl,1,training
226,O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,1,training
227,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2cc(N=[N+]=[N-])ccc12,1,training
228,BrCCCBr,0,training
229,[O-][NH+](O)c1ccc2nc[nH]c2c1,1,training
230,ONc1ccc(-c2ccccc2)cc1,1,training
231,CCCCC(CC)CO,0,training
232,O=S(=O)(O)c1ccc(O)c2ncccc12,1,training
233,O=[N+]([O-])c1ccc2sncc2c1,1,training
234,CCCCN(N=O)C(CCC)OC(C)=O,1,training
235,C1CCCCC1,0,training
236,CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,0,training
237,Cc1ccc(N)c(S(=O)(=O)O)c1,0,test
238,CC(C#N)CCC#N,1,test
239,CC(C)(Br)C(=O)Nc1ccccc1,0,training
240,O=C1c2ccccc2-c2ccc3ccccc3c21,0,training
241,COc1cc(OC)c2c(c1)OC1OC=CC21,1,training
242,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1,training
243,[N-]=[N+]=NC[C@@H](O)Cn1cnc2c(N)ncnc21,1,training
244,CCc1ccc([N+](=O)[O-])cc1,0,training
245,Oc1ccc2c(O)c3ccccc3cc2c1O,1,training
246,O=S(=O)(O)c1ccc2cc(Oc3ccc4cc(S(=O)(=O)O)ccc4c3)ccc2c1,0,training
247,CC(=O)OCc1c2ccccc2cc2ccc3ccccc3c12,1,training
248,NCCO,0,training
249,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,0,training
250,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,0,training
251,CC(N)C(O)c1ccccc1,0,training
252,COc1cc([N+](=O)[O-])ccc1N,1,training
253,Oc1cccc2ccc3c4ccccc4ccc3c12,1,training
254,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,0,test
255,O=C1C=C(c2nnc(NC(=O)c3ccccc3)s2)C(O)=C/C1=N\c1ccc([N+](=O)[O-])cc1,1,training
256,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0,valid
257,C[N+](C)(C)[CH-]CO,0,training
258,CCc1cc(N)cc(C)c1Cc1c(C)cc(N)cc1CC,0,valid
259,Cc1cccc2cc3ccc4ccccc4c3nc12,0,training
260,O=C1C=CC(=C(Cl)Cl)O1,1,training
261,Cc1c(N)cccc1[NH+]([O-])O,1,test
262,O=C(O)c1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,1,training
263,Cc1cccc(CN(C)N=O)c1,1,test
264,CC(=O)OCN(C)[N+](=O)[O-],1,training
265,O=C(Nc1cccc2c1C(=O)c1cccc(Cl)c1C2=O)c1ccccc1,1,valid
266,c1ccc2occc2c1,0,training
267,O=C(Cl)c1c(Cl)cccc1Cl,1,training
268,O=[N+]([O-])c1ccc2ccccc2c1,1,training
269,O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCNCCO,0,training
270,Nc1ccc2ccccc2c1S(=O)(=O)O,1,training
271,NC(CCC(=O)NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,1,training
272,Cc1ccccc1[N+](=O)[O-],0,valid
273,C=CCN,0,training
274,C=CCc1cc(OC)c2c(c1)OCO2,0,training
275,CC(N)CN,0,training
276,Cc1ccc(N=[N+]([O-])c2ccc(C)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],0,test
277,N#CC(=N)C(N)C#N,0,training
278,OC1c2ccc3nc4ccc5ccccc5c4cc3c2C2OC2C1O,1,training
279,Cc1ccc2nc3c(ccc4ccccc43)c(CO)c2c1,1,training
280,Cc1ccc2cc3c(c4c2c1CC4)C1OC1c1ccccc1-3,1,training
281,CC(C)COC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
282,O=NN1CCCN(N=O)CC1,1,training
283,C=CC1(C)CCC2(C)C(C1)C(=O)CC1C3(C)CCCC12OC3=O,0,training
284,C=CC1(C)CC(O)C2(C)C(CCC3C4(C)CCCC32OC4=O)C1,0,training
285,Cc1cccc(C)c1[N+](=O)[O-],0,training
286,c1cc2sncc2cc1OC[C@H]1CO1,1,training
287,CCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,1,training
288,Nc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1,1,training
289,C1CSCCO1,0,valid
290,CCn1c(N)nc2c3nc(C)cnc3ccc21,1,training
291,CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,0,training
292,CCCCOCC(=O)O,0,training
293,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0,valid
294,C/C(C(=O)O)=C(/Cl)C(=O)O,0,training
295,Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(C)cc(O)c1C3=O)C2=O,0,training
296,Cc1cccc(-c2nc3ccccc3o2)c1,0,training
297,O=C(O)/C(Cl)=C(\C(=O)O)C(Cl)Cl,1,training
298,O=C(C(Cl)Cl)C(Cl)(Cl)Cl,1,training
299,O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,1,training
300,Cc1cc2c(c3ccc4ccccc4c13)C(=O)CC2,1,training
301,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,1,test
302,CCC/C=C/C(=O)OC1C(C)(C)CC2C1(O)C=C(C=O)C13CC21C(=O)OC3O,1,training
303,COc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,1,training
304,O=C(O)Cc1c[nH]c2ccc(O)cc12,0,test
305,COc1c2ccoc2nc2c(OC)cccc12,1,valid
306,Nc1ccc2cc3ccccc3nc2c1,1,training
307,CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,0,valid
308,c1ccc2c3c4c(cc5ccccc5c4cc2c1)[C@@H]1O[C@H]31,1,training
309,O=[N+]([O-])c1cc2c(ccc3ccccc32)c2c1C=C[C@@H](O)[C@@H]2O,1,training
310,Nc1ccc(N)cc1,1,valid
311,C/C=C/C(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,0,training
312,OCC(O)c1oc(O)c(O)c1O,0,training
313,NP(=O)(O)N(CCCl)CCCl,1,training
314,C=C(C=O)CC,1,training
315,CC(=O)OCC1OC(Oc2cccc3c2C(=O)c2c(O)cccc2C3=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1,training
316,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,0,training
317,CC(Br)c1ccccc1,0,training
318,CCN(N)CC,0,training
319,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0,valid
320,O=c1c2ccccc2c2ccc3c4ccc5c6ccccc6c(=O)c6ccc(c7ccc1c2c73)c4c65,1,training
321,CCCCCCOC(=O)c1ccccc1,0,training
322,CC(C)c1cc(N)cc([N+](=O)[O-])c1N,0,training
323,Nc1ccc2c(ccc3c4ccccc4ccc23)c1,1,test
324,Cc1ccccn1,0,training
325,C=C(C=O)CCC,1,training
326,O=S(=O)(O)OCc1cc2ccccc2c2ccc3ccccc3c12,1,training
327,CC(C)(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
328,[N-]=[N+]=CC(=O)NCC(N)=O,1,valid
329,COc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,1,valid
330,OC1c2c(ccc3c2ccc2ccccc23)C2OC2C1O,1,training
331,CCCCCCCCCC=CCC1CC(=O)OC1=O,0,training
332,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0,training
333,CCN=C(O)C=Cc1ccc([N+](=O)[O-])o1,1,training
334,NC1CCC(N)CC1,0,training
335,O=CN(O)c1ccc(Oc2ccc(Cl)cc2)cc1,1,training
336,Cc1nn(C)c(NC(=O)CNCCCN2CCCCC2C)c1C(=O)c1ccccc1F,1,training
337,CC1(c2ccc([N+](=O)[O-])cc2)CO1,1,training
338,COc1c(CO)c(O)cc2c1C(=O)c1ccccc1C2=O,1,training
339,Nc1c2ccccc2nc2ccc(I)cc12,1,training
340,CCCC=O,0,training
341,OCP(Cl)(CO)(CO)CO,0,training
342,COCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,0,training
343,CC(=O)c1ccc(CC(C)C)cc1,0,training
344,O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,1,valid
345,CC(C)=C(Cl)C=O,1,training
346,C[C@@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,test
347,CN(C)c1ccc(N=Nc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)cc1,0,training
348,CCCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,1,valid
349,Clc1ccc(Cl)cc1,0,training
350,COCCOC,1,training
351,C/C=C/C=C/CCCCCCCO,0,test
352,CC(=O)/C=C\c1ccccc1,1,training
353,CCOCn1cc(F)c(=O)n(C(=O)c2cccc(C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c2)c1=O,0,test
354,O=C1C=C2C(=CCO[C@H]2O)O1,0,training
355,CC(C)COS(=O)(=O)c1ccccc1,1,valid
356,C/C=C/c1cc2c(c(=O)o1)C(=O)C(O)C(C)O2,0,training
357,CCCC(=O)Nc1snc2cc(Cl)ccc12,0,training
358,Cc1cc(O)c2c(c1)C(=O)c1c(O)c(O)cc(O)c1C2=O,1,training
359,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,training
360,NNc1ccc([N+](=O)[O-])cc1,1,test
361,Cc1ccccc1N=Nc1ccc(N)c(C)c1N,1,training
362,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,0,training
363,NCCNCCNCCN,1,training
364,COc1cc(OC)c2cc([N+](=O)[O-])c3c(C(=O)O)cc4c(c3c2c1)OCO4,0,training
365,CCOP(=S)(OCC)OP(=S)(OCC)OCC,1,training
366,c1cnc2c(c1)ccc1cc[nH]c12,0,training
367,C=CC(=O)NCCC[N+](C)(C)C,0,training
368,CCBr,1,training
369,CN=P1(NC)N=P(NC)(NC)N=P(NC)(NC)N1,0,training
370,C=CCN1CCC=C2c3nc(NC(C)=O)sc3CCC21,0,training
371,O=[N+]([O-])c1ccc2ccc3cccc4c3c2c1C1OC41,1,training
372,CCCCCCCCSCN1C=CN(C)C1,0,training
373,O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,0,training
374,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,0,valid
