,smiles,Mutagenicity,group
87,COc1ccc2cc(C(C)C(=O)O)ccc2c1,0,training
88,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],1,training
89,C#CCOCCN1C=CN(C)C1/C=N/O,0,training
90,[O-][NH+](O)c1cccc([NH+]([O-])O)c1,1,training
91,O=NN1CC(=O)NC1=O,1,test
92,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0,valid
93,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,1,training
94,O=CCCCC=O,1,training
95,O=[N+]([O-])c1ccc2c(c1)Oc1cc(Cl)c(Cl)cc1O2,1,training
96,Cc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,1,training
97,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0,training
98,CC(=O)n1ccnc1,0,training
99,Cn1c(N)nc2c3cnccc3ccc21,1,training
100,CCOC(=O)CC(=O)CCl,0,test
101,CCc1c2c(cc3ccccc13)-c1ccccc1C1NC21,1,training
102,COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)OC,1,test
103,COC(=O)/C(=C/c1ccco1)[N+](=O)[O-],0,training
104,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0,training
105,O=C(Cl)C(Cl)Cl,1,training
106,CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,0,training
107,CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,1,valid
108,CC(=O)OC(C(=O)c1ccccc1)c1ccccc1,0,training
109,O=[N+]([O-])c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1,valid
110,C[n+]1c2ccccc2cc2ccc(N)cc21,1,training
111,C=C(Br)CBr,1,training
112,Cn1sc(Cl)cc1=O,1,valid
113,O=[N+]([O-])c1ccnc2ccccc12,1,training
114,O=Nc1ccc(O)cc1,1,training
115,CN(C)Nc1nc(-c2ccc([NH+]([O-])O)o2)cs1,1,training
116,C=C(C)C(=O)O,0,training
117,CCc1c(O)ccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,1,training
118,Cc1nc(-c2ccc([NH+]([O-])O)o2)cs1,1,training
119,CC1(C)CCCC2(C)C1CCC1(C)C(C=O)C(C=O)=CCC12,0,test
120,C=C[C@@H](OC(C)=O)c1ccc(OC)c2ccccc12,1,valid
121,COP(=O)(OC)O/C(=C\Br)c1ccc(Cl)cc1Cl,0,training
122,Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,1,training
123,Oc1cc2cccc3ccc4c5ccccc5cc1c4c32,1,training
124,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1,0,test
125,c1ccc2cc(OCC3CO3)ccc2c1,1,test
126,CC(/C=C(/C#N)c1ccc(Br)cc1)C(c1ccccc1)C(C#N)c1ccc(Br)cc1,0,training
127,Cc1cccc2c1-c1ccccc1C2C,1,training
128,CCOC(=O)C(C)(C#N)c1snc2ccc([N+](=O)[O-])cc12,1,training
129,CCN(CC)c1ccc(N=O)cc1,1,training
130,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0,training
131,Cc1c2ccccc2cc2c1ccc1ccccc12,1,training
132,CN(C)CCN(Cc1ccccc1)c1ccccn1,0,training
133,OC1c2ccccc2Oc2ccccc21,1,training
134,O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,1,test
135,Cc1cc(N(C)C)ccc1N=Nc1ccccc1,1,training
136,CN(C)N=O,1,training
137,COc1ccc(-c2oc3ccccc3c(=O)c2[N+](=O)[O-])cc1[N+](=O)[O-],1,test
138,CC1=NC(N)=C[C@@H]2c3ccccc3N[C@H]12,1,training
139,CCCCCCCC/C=C\CCCCCCCCN,1,training
140,COC(=O)/C(C#N)=C/c1ccc(Br)o1,0,test
141,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,1,training
142,C=C(C)[C@@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0,training
143,c1ccc2c(c1)ccc1ncccc12,1,test
144,Nc1cc([N+](=O)[O-])cc(Cl)c1O,1,test
145,Oc1c2nc3ccccc3c-2nnn1/N=C/c1ccc(Cl)cc1,1,training
146,CN(C)CN=c1[nH]nc(C=Cc2ccc([NH+]([O-])O)o2)o1,1,training
147,O=C1CNC(=O)N1,0,training
148,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,0,training
149,CC(=O)ON(OCc1ccc(Cl)cc1)C(=O)c1ccccc1,1,training
150,O=[N+]([O-])c1ccc(-c2nc(N(CCO)CCO)c3ccccc3n2)s1,1,training
151,O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,0,training
152,Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,1,training
153,NCCN(CCCl)c1c2ccccc2nc2c1ccc1ccccc12,1,training
154,CC(C)[C@@H]1CC[C@@H](C)CC1=O,1,training
155,CCCN(CCC)N=O,1,training
156,N#Cc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2)c1,1,training
157,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,1,valid
158,CN(C)c1ccc(C2CC3(C)C(CCC3(O)C=CCO)C3CC=C4CC(=O)CCC4=C23)cc1,0,training
159,O=NN1CSCC1C(=O)O,0,training
160,Nc1cccc2nc3ccccc3cc12,1,training
161,CC(=O)N(O)c1ccc(Cl)cc1,0,training
162,CCOC(=O)C1OC1(C)c1ccccc1,0,training
163,O=C1C(=O)C(c2ccccc2)Oc2cc(O)cc(O)c21,0,training
164,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,1,training
165,BrCCBr,1,training
166,CCCCN(C[C@@H](O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O,1,valid
167,[N-]=[N+]=Nc1ccc2c(Nc3ccc(C(=O)O)cc3)c3ccccc3nc2c1,1,valid
168,CC(C)(COCC1CO1)COCC1CO1,1,training
169,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,1,training
170,C1COCCOCCOCCOCCO1,0,training
171,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,0,training
172,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1,training
173,O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,1,training
174,[O-][NH+](O)c1ccccc1O,0,training
175,Cc1ccc2cc3c4c(ccc3c3c2c1CC3)[C@@H](O)[C@H](O)C=C4,1,training
176,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,1,training
177,CSSC,0,training
178,Clc1ccncc1,0,training
179,C(CC1CO1)C1CO1,1,training
180,Cc1cc(C)n(-c2[nH]nc(NN)c3c4ccccc4nc2-3)n1,0,training
181,Nc1ncnc2c1ncn2-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,training
182,O=[N+]([O-])c1cc2c(cc1O)[nH]c1ccccc12,1,training
183,C=C(C)C1CC=C(C)C(OC(C)=O)C1,0,test
184,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccccc3)c(O)ccc2c1,0,test
185,Cc1cc(=O)oc2ccc3c(c12)C1(C)OOC1(C)O3,1,training
186,CCC(CO)(CO)CO,0,training
187,Cc1cc([N+](=O)[O-])ccc1N,1,training
188,O=[N+]([O-])c1cc2[nH]c3ccc4ccccc4c3c2c2cccc(O)c12,1,training
189,CC1C(C)(C)Nc2ccccc2C1(C)C1C(C)(C)Nc2ccccc2C1(C)C,0,training
190,CC1CNCC(C)O1,1,test
191,COC(=O)Nc1nc2cc(OS(=O)(=O)c3ccc(F)cc3)ccc2[nH]1,0,training
192,N#Cc1ccc2[nH]c(N)nc2c1,1,training
193,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0,training
194,Cc1cccc([N+](=O)[O-])c1N,1,test
195,C=CC(=O)O,0,training
196,CCCCN(CCC)N=O,1,training
197,Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,0,test
198,Cc1c2ccccc2cc2c3c(ccc12)C(O)C(O)C=C3,1,training
199,CN(C(=O)CCCl)c1snc2ccccc12,1,training
200,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1,training
201,Nc1ncnc2c1nc(-c1ccc([N+](=O)[O-])cc1)n2-c1ccc([N+](=O)[O-])cc1,1,training
202,CC(C)CC(C)O,0,test
203,ClC1c2cccc3ccc4c5ccccc5cc1c4c23,1,valid
204,CCCCCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
205,Nc1cccc2c(N)cccc12,1,test
206,C=C(C#N)C(=O)OC,1,training
207,Clc1nc2ccccc2nc1Cl,0,valid
208,CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1=CC(OC(=O)CC(C)C)C21CO1,1,training
209,O=NN(c1ccc([N+](=O)[O-])cc1)[C@@H]1OC[C@H](O)[C@@H](O)[C@H]1O,1,test
210,CC(C)(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,1,test
211,O=c1c2cccc3ccc4cccc1c4c32,1,training
212,Nc1ccc(O)c2c1C(=O)c1c(O)ccc(N)c1C2=O,1,test
213,CC1CS1,0,training
214,CC(=O)c1ccc([N+](=O)[O-])[nH]1,1,training
215,N=C(O)C=Cc1ccc([N+](=O)[O-])o1,1,training
216,CNC(=O)CSP(=S)(OC)OC,1,training
217,Cc1cccc([N+](=O)[O-])c1C,1,training
218,Fc1cnc2c(ccc3ncc(F)cc32)c1,0,training
219,CC(Br)c1ccccc1,0,test
220,Cc1nc([N+](=O)[O-])cc2c1[nH]c1c([N+](=O)[O-])cc([N+](=O)[O-])cc12,1,training
221,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C,1,valid
222,CC(=O)O[C@H]1[C@H](O)[C@@H]2O[C@H]3C=C(C)C(=O)[C@H](O)[C@@]3(CO)[C@@]1(C)[C@@]21CO1,0,training
223,c1ccc2c(c1)-c1ccc3ccccc3c1C1OC21,1,training
224,O=[N+]([O-])c1cccc(CBr)c1,0,training
225,O=C1c2ccccc2-c2ccc3ccccc3c21,0,training
226,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0,training
227,Nc1ccc(-c2ccc(N)c(F)c2)cc1F,1,training
228,CCCCOC(=O)/C=C\C(=O)OCCCC,0,training
229,c1ccc2c(c1)-c1ccccc1C1OC21,1,training
230,CC(C)NCC(O)c1ccc2ccccc2c1,0,training
231,COc1ccc2c(ccc3c4c(ccc32)C(C)=CC4)c1,1,training
232,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,1,training
233,CC1(C)CC2=C(C1)C(C=O)C1(C=O)CC1(C)C2O,1,training
234,CC(=O)ON(C(C)=O)c1ccccc1C,0,training
235,Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12,0,valid
236,Nc1ccc2c(c1)Cc1ccccc1-2,1,training
237,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0,training
238,O=[N+]([O-])c1ccc2c(c1)NCC2,1,training
239,COC(=O)CC1Cc2cc3cc(OC)c(-c4c(OC)cc5cc6c(c(O)c5c4O)C(=O)OC(CC(=O)OC)C6)c(O)c3c(O)c2C(=O)O1,0,training
240,CCOCCO,0,training
241,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,0,training
242,CC1=CCC2CC1C2(C)C,0,test
243,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C/c3scnc3C)CSC12)c1csc(N)n1,0,test
244,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,1,valid
245,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,test
246,CC1(c2ccccc2)/C(=N/c2ccccc2)c2ccccc2N1O,0,training
247,CC(C)(C#N)C(C)(C)C#N,0,training
248,Cc1nn(C)c(NC(=O)CNCCCN2CCCC[C@H]2C)c1C(=O)c1ccccc1F,1,training
249,CCCCC,0,test
250,CC(=O)OCc1ccco1,1,training
251,CNc1ccc(N(CCO)CCO)cc1[N+](=O)[O-],1,test
252,CN(C)CCNC(=O)c1cccc2c(O)c3ccccc3nc12,1,valid
253,C=CC(=O)OCCOCCOC(=O)C=C,0,training
254,Cc1cccc2cc3ccc4ccccc4c3nc12,0,training
255,O=[N+]([O-])c1ccc(CO)cc1,0,training
256,CC(=O)N(C)c1snc2ccccc12,0,training
257,CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,1,test
258,N#Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1,training
259,CCCCN(N=O)C(CCC)OC(C)=O,1,valid
260,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,0,training
261,O=C(O)[C@@H]1CSCN1,0,valid
262,COC(=O)c1oc(N(OC(C)=O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1,0,training
263,CCOS(=O)(=O)c1ccc(C)cc1,1,test
264,CC(C)(CO)CO,0,training
265,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,0,training
266,Cc1ccc2c(c1)-c1ccccc1C2C,1,training
267,NC(=O)C1(C(N)=O)OC1C(=O)c1ccccc1,1,training
268,O=C1Cc2cc3cc([N+](=O)[O-])ccc3cc2C(O)C1O,0,training
269,Nc1c(C(=O)O)cc([N+](=O)[O-])c2c1C(=O)c1ccccc1C2=O,1,training
270,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1,training
271,OC1C=Cc2c(c3cc4ccccc4cc3c3ccccc23)C1O,1,training
272,c1ccc2c(CC3CO3)cccc2c1,1,training
273,CC(=O)Nc1ccc(Oc2ccc(N)cc2)cc1,1,test
274,COCCOC(C)=O,1,training
275,CCCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
276,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0,training
277,CC1(C)CC2=C(C=O)C3(C=O)CC3(C)C(O)C2(O)C1,1,training
278,CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,1,training
279,Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1,training
280,SCCc1cnccn1,0,training
281,O=C(Nc1ccc([N+](=O)[O-])cc1)c1csc([N+](=O)[O-])c1,1,test
282,Cc1cccc(O)c1N,0,training
283,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0,training
284,Cc1c2ccccc2cc2ccc3c(c12)C=CC(=O)C3=O,1,training
285,Cc1c(NO)cc(NO)cc1[N+](=O)[O-],1,test
286,O=NN1CCSC1,1,training
287,CN(C)c1ccc(N=Nc2ccccc2CO)cc1,1,training
288,Cc1cnc2c(cc(C)c3c2nc(N)n3C)n1,1,training
289,CC1=C(O)C(O)=C(C2=C(O)C(O)=C(C)C(=O)C2=O)C(=O)C1=O,0,training
290,O=[N+]([O-])c1ccc2[nH]ncc2c1,1,training
291,CC1=CCCc2c1cc(C)c1c2ccc2ccccc21,1,training
292,C=C1C2CCC(C2)C1(C)C,0,training
293,ClCCSCCCl,1,training
294,O=S1OC[C@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,0,training
295,C=Cc1ccc(C)cc1,0,training
296,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,0,valid
297,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,training
298,COCC(O)Cn1cc([N+](=O)[O-])nc1Cl,1,training
299,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],1,training
300,Cc1ccc2ccccc2c1,0,training
301,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(OP(=O)(O)O)cc1)c1ccc(C(C)C)cc1,0,training
302,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(S(=O)(=O)O)cc2)cc1,1,training
303,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0,test
304,Nc1c(Br)cc([NH+]([O-])O)cc1[NH+]([O-])O,1,test
305,COc1ccc2oc([N+](=O)[O-])cc2c1N(CCCl)CCCl,1,training
306,CC[C@@H](C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
307,C=CCOC(=O)c1ccccc1N,0,training
308,CC(O)CNCC(C)O,0,training
309,O=C(O)c1ccc2c([NH+]([O-])O)cccc2n1,1,training
310,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0,valid
311,c1ccc(C2NC2c2ccccc2)cc1,1,training
312,Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,1,training
313,Fc1ccnc2ccccc12,1,training
314,Cc1c(O)cccc1O,0,training
315,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,0,valid
316,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,0,training
317,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0,training
318,CC(=O)ON(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2,1,training
319,O=CN(O)c1ccccc1,0,training
320,COC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccc3c(n2)C(=O)C=CC3=O)n1,1,training
321,C=C(C)C(=O)OCC(Br)CBr,1,training
322,O=C(O)CCC(=O)Nc1cc(Cl)c(Cl)c(Cl)c1,0,training
323,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCCCC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,0,training
324,Nc1cccc2nc3c(N)cccc3nc12,1,training
325,CC(C)(C)c1c(N)ccc2ccccc12,0,training
326,Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,1,training
327,c1ccc2c(c1)Cc1c-2ccc2ccc3ccccc3c12,1,training
328,Nc1nc(O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,0,training
329,Clc1cccc2cc3ccccc3cc12,0,training
330,Oc1cccc(/C=N/c2snc3ccccc23)c1,1,training
331,O[C@@H]1c2ccccc2-c2cc3c(ccc4ccccc43)nc2[C@H]1O,0,training
332,Cc1ccccc1C(N)=O,0,training
333,CCN=NO,1,training
334,C=C(C)C1CCC2(C)OC2C1,0,valid
335,CCCCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
336,[N-]=[N+]=NCC(O)CN=[N+]=[N-],1,training
337,CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,1,training
338,CN(C)C#N,0,training
339,CC=O,0,training
340,COc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1,training
341,Nc1nc(N)c2[nH]cnc2n1,0,training
342,Cc1cc(Cl)ccc1/N=C/N(C)C,0,training
343,CCC1(CC(=O)O)OCCc2c1[nH]c1c(C)cccc21,0,test
344,CN(C)CCN(Cc1ccc(Cl)s1)c1ccccn1,0,test
345,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,0,test
346,O=C(Nc1ccccc1)c1cc2ccccc2c(N=Nc2cc(Cl)ccc2Cl)c1O,1,training
347,CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O,1,training
348,O=C(O)CCC(=O)Nc1ccc(Cl)c(Cl)c1,0,valid
349,CC(C)CN(N)CC(C)C,1,training
350,N1=NC2C3OC3C1C1OC21,0,training
351,Nc1ccc(N=Nc2cccc(N)c2N)cc1,1,training
352,CNC1Cc2cccc3cccc(c23)C1,1,test
353,CC(C)CC[C@@H](C)Nc1ccc(N[C@H](C)CCC(C)C)cc1,0,valid
354,Cc1cccc(C)c1[NH+]([O-])O,1,training
355,Clc1ccc2c(c1)C(c1ccccc1)=NC=C1NN=CN12,0,training
356,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0,valid
357,O=C(C(F)(F)F)C(F)(F)F,0,training
358,CN1CCc2c1ccc1ccc3ccc(O)cc3c21,1,training
359,CC(C)(Br)C(=O)Nc1ccccc1,0,training
360,CCC(=O)C(C)=O,0,training
