,smiles,BBBP,group
51,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS(=O)[C@H]12)c1csc(N)n1,0,training
52,CCC1(c2ccccc2)C(=O)NC(=O)N1C,1,training
53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,1,training
54,Cc1ccc(C(C)C)c(OCC2=NCCN2)c1,0,training
55,CNC(=O)NC(O)C(Cl)(Cl)Cl,1,training
56,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,training
57,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,1,training
58,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,1,training
59,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1,training
60,CN(C)CC1COC2(O1)c1ccccc1COc1ccccc12,1,valid
61,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1,training
62,CCNCc1c(CSC)cnc(C)c1O,1,training
63,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,1,valid
64,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,0,valid
65,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1,training
66,CC(Cc1ccccc1)N(C)Cc1ccco1,1,valid
67,C=CC[C@H](N)c1ccccc1-c1noc2ccccc12,1,training
68,CC(C)C[C@H](CN)CC(=O)O,1,training
69,CCC12CCN(CC3CCC3)C(Cc3ccc(O)cc31)C2(C)C,1,training
70,Cc1ccccc1,1,training
71,CCCNC(=O)c1ccc2c(c1)N([C@H](C)CN1CCCC1)c1ccccc1S2,1,training
72,COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccccc4)NC3(C)C)[C@H]2SC1(C)C,0,training
73,CCNCC(O)c1cccc(O)c1,0,valid
74,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0,valid
75,Cc1csc(N=C(N)N)n1,1,training
76,Nc1cccc(-n2ccccc2=O)c1,1,test
77,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,training
78,NC(N)=Nc1nc(-c2ccccc2)cs1,1,valid
79,COc1ccccc1OCC1CNC(=O)O1,1,training
80,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cc(Br)cc3c2OCC3)C1,1,training
81,O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,1,training
82,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,1,training
83,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,1,training
84,CCC1(c2ccccc2)C(=O)NCNC1=O,1,training
85,CN(C)CCC=C1c2ccccc2Sc2ccccc21,1,training
86,C=COCC(F)(F)F,1,test
87,COc1cccc(C(=O)NC2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1OC,1,test
88,O=C(CCCl)NCCc1ccccc1,1,training
89,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1,training
90,CCN(CC)CCN1c2ccccc2Sc2ccccc21,1,training
91,CON=C(C#N)C1CN2CCC1CC2,1,valid
92,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,1,training
93,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)C(O)c3ccccc3)C(=O)N12,0,training
94,NC(=O)NC(=O)Cc1ccccc1,1,test
95,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1,training
96,Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1,0,training
97,BrC(Br)Br,1,training
98,O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,1,training
99,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1,valid
100,Cn1c(=O)c2c(ncn2CCNCC(O)c2ccc(O)c(O)c2)n(C)c1=O,0,training
101,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,1,training
102,COC12C=CC3(CC1C(C)(C)O)[C@@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@@H]2O5,1,training
103,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,1,training
104,CCOc1ccccc1OCC1CNCCO1,1,training
105,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,1,training
106,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0,training
107,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
108,Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,1,training
109,CNNCc1ccc(C(=O)NC(C)C)cc1,1,test
110,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1,training
111,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0,training
112,Cc1cccc(C)c1OCC(C)N,1,training
113,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1,training
114,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,training
115,CCO,1,training
116,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,1,training
117,CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,1,training
118,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,0,training
119,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0,training
120,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,1,training
121,C/C(=C1/CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,1,training
122,CCC1(CC)C(=O)NC(=O)NC1=O,1,training
123,COC(OC)C(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1,test
124,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,1,test
125,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,1,training
126,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,valid
127,CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN(C)C,1,training
128,CNCCCN1c2ccccc2CCc2ccccc21,1,training
129,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,1,training
130,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,1,training
131,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
132,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,0,training
133,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,1,training
134,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,1,training
135,NC(CO)(CO)CO,0,training
136,OCCN1C=CN(CCCN2c3ccccc3C=Cc3ccccc32)C=CC1,1,training
137,C1CCc2nnnn2CC1,1,training
138,O=C(O)c1ccccc1O,0,training
139,CN[C@@H](C)Cc1ccccc1,1,training
140,CN(C)[C@@H]1C(=O)/C(=C(/O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,training
141,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)Nc3cnc(Nc4ccc(S(N)(=O)=O)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0,test
142,O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCC[C@H]1CN1CCCC1,1,training
143,CN1c2ccccc2C(c2ccccc2F)=NCC1CNC(=O)c1ccsc1,1,test
144,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,0,training
145,c1ccc(C2CCN(CC3CCCc4c3ccc3c4OCO3)C2)cc1,1,training
146,CC(C)NCC(O)COc1cccc2[nH]ccc12,1,training
147,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,valid
148,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,1,training
149,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I,1,training
150,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,training
151,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,training
152,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,1,valid
153,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,1,training
154,CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,1,training
155,CN(C)CC(=O)N1c2ccccc2Sc2ccccc21,1,training
156,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,1,training
157,CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1,training
158,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,0,training
159,CC(=O)NCCCOc1cccc(CN2CCCCC2)c1,1,training
160,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1,training
161,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1,valid
162,CC(Cc1ccccc1)NN,1,training
163,NCCc1nc(-c2ccccc2)cs1,0,training
164,CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1,1,valid
165,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,1,training
166,CCN1CCc2[nH]c3cc(F)c4scc(C)c4c3c2C1,1,test
167,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,training
168,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1,training
169,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC,1,training
170,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1,training
171,C[C@@H]1CC2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,training
172,NCCCN1c2ccccc2Sc2ccc(Cl)cc21,1,training
173,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0,training
174,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
175,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,1,valid
176,CC(=O)C1CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC12C,1,training
177,CNc1cc(OC)c(C(=O)N[C@@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl,1,training
178,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)C(N)c4ccc(O)cc4)[C@H]3SC2)s1,0,training
179,C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1,1,test
180,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,1,training
181,Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccccc1)CC3,1,training
182,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,1,training
183,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,1,training
184,COC1C(O)CC(=O)OC(C)C/C=C/C=C/C(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0,training
185,CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,1,training
186,NC1CCCC1c1ccccc1,1,training
187,O=C1CNC(c2ccccc2)=c2c3c(sc2=N1)CCCC3,1,training
188,CN(C(=O)CNC(=O)[C@@H](N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1,1,training
189,C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,1,valid
190,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,1,training
191,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,1,training
192,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,1,valid
193,CNC(C)C(O)c1ccc(O)cc1,0,training
194,CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4,0,training
195,O=C1NC(=O)[C@@]2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)[C@@H](CN3CCCC3)C2)N1,0,test
196,ClC(Cl)Cl,1,valid
197,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,0,training
198,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,1,training
199,CCOC(=O)c1cncn1C(C)c1ccccc1,1,training
200,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CS,1,training
201,CC12CC(Cl)[C@@]3(Cl)C(CCC4=CC(=O)C=CC43C)C1CC[C@]2(O)C(=O)CO,1,training
202,CCOC(N)=O,1,training
203,COc1ccc(Cl)c2c1CCCC2N(C)C,1,test
204,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,1,training
205,NC(=O)OCCCc1ccccc1,1,training
206,CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,1,valid
207,Cc1oc(=O)oc1COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0,training
208,FC(F)(Cl)C(F)(F)Cl,1,valid
209,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0,training
210,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,0,test
211,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,training
212,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,1,training
213,CCC1(C)CC(=O)NC1=O,1,valid
214,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
215,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,1,training
216,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,1,training
217,O=C1CN=C(C2=CCCCC2)c2cc(Cl)ccc2N1,1,training
218,C=CC1CNCCC1CCCc1ccnc2ccc(OC)cc12,1,training
219,C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,1,training
220,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,1,training
221,c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1,1,training
222,COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,1,training
223,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1,test
224,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,0,training
225,COc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,0,training
226,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0,training
227,c1ccc2c(c1)CCN1CCNCC21,1,valid
228,CC(Cc1ccccc1)NO,0,training
229,CC1(C)OC(=O)NC1=O,1,training
230,CCC(N)Cc1c[nH]c2ccccc12,1,test
231,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1,valid
232,CC[C@H](NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1,training
233,CCCCCCC,1,test
234,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
235,CC(C)CCOC(CN1CCCC1)c1ccccc1,1,training
236,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,1,valid
237,CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21,1,training
238,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,1,valid
239,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O,1,training
240,CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,1,valid
241,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,0,training
242,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1,training
243,OCCOC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,training
244,CCCC(CCC)C(N)=O,1,test
245,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,1,training
246,CC(Cl)(Cl)Cl,1,training
247,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CC[C@@H](O)C2)C1,0,test
248,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1,test
249,Cc1nnc(SCC2=C(C(=O)OCc3oc(=O)oc3C)N3C(=O)C(NC(=O)C(OC(=O)C(C)N)c4ccccc4)C3SC2)s1,0,training
250,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,1,training
251,O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,0,training
252,CCCC(CCC)(CCC)C(N)=O,1,training
253,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1,training
254,CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccc2C(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,training
255,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1,training
256,O=C([O-])c1ccccc1Oc1ccccc1,1,training
257,COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1,1,training
258,O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,1,training
259,c1ccc2c(c1)CCc1cccc3c1C2CN1CCCCC31,1,test
260,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,training
261,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0,training
262,NC(=O)C1c2ccccc2CCc2ccccc21,1,training
263,CCCN(CCC)CCc1ccc(O)c2c1CC(=O)N2,1,training
264,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2[C@H]1CN1CCCC1,0,training
265,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2[C@H]1CN1CC[C@@H](O)C1,0,training
266,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,training
267,Clc1cccc(Cl)c1NC1=NCCO1,1,training
268,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,0,training
269,c1ccc(-c2nc(N3CCNCC3)cc3ccccc23)cc1,1,training
270,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1,training
271,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1,valid
272,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1,valid
273,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,1,training
274,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,1,training
