,smiles,Mutagenicity,group
33,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccn2)cc1,0,training
34,OCCNCCO,0,training
35,O=C1C=C[C@]2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1[C@H]2[C@H]1O[C@H]1C3=O,1,test
36,c1cnc2c(c1)-c1ncsc1CC2,0,training
37,Fc1ccc(F)c2ncccc12,1,training
38,Cn1c([N+](=O)[O-])nc2c3cccnc3ccc21,1,training
39,CCCCCCCCCCC1CO1,0,training
40,Nc1cc2c3ccccc3ccc2c2ccccc12,1,test
41,O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,0,training
42,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0,valid
43,CC(C)COC(=O)CCCCC(=O)OCC(C)C,0,training
44,Nc1ccc(Cc2ccc(N=O)c(Cl)c2)cc1Cl,0,training
45,CC(=O)NNc1ccc(CO)cc1,1,training
46,Nc1ccc(N)c2c1C(=O)c1cccc([N+](=O)[O-])c1C2=O,1,training
47,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0,training
48,CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC1,0,training
49,C=Cc1ccc(O)c(OC)c1,0,training
50,CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0,valid
51,CC(C)(S)C(=O)NC(CS)C(=O)O,0,training
52,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1,0,training
53,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@H]4[C@H](C)CCCC(C)C)[C@@H]3C[C@@H]3N(N4C(=O)c5ccccc5C4=O)[C@@]32C1,1,training
54,O=C1CC[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)[C@H](O)CC3=O,1,training
55,O=C1OCC(Cl)=C1Cl,1,test
56,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0,training
57,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,0,training
58,CC(C)(C#N)N=NC(C)(C)C#N,0,test
59,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,1,training
60,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0,training
61,CCCCN(CC(O)CC)N=O,1,training
62,CCOC(=O)C1OC1c1ccccc1,0,training
63,CCN(N=O)C(=O)N(C)C,1,training
64,CN(C)c1ccc(N=O)cc1,1,test
65,Clc1ccc([C@H](c2ccccc2Cl)C(Cl)Cl)cc1,0,training
66,CCOS(=O)(=O)c1ccccc1,1,valid
67,C1CC2OC2C1OC1CCC2OC12,0,training
68,COC(=O)Nc1nc2cc(OS(=O)(=O)c3ccc(F)cc3)ccc2[nH]1,0,training
69,CC(C)n1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0,training
70,c1ccc2c(c1)ccc1cccnc12,1,valid
71,CCCN(CCC)c1c([NH+]([O-])O)cc(C(F)(F)F)cc1[NH+]([O-])O,1,training
72,COc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2)c1,1,valid
73,CCOC(=O)c1ccccc1C(=O)OCC,0,training
74,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,0,training
75,CCOC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(=O)OCC)C(=O)OCC)c(OC)c2)cc1OC)C(=O)OCC,0,training
76,CCC[CH-][N+](=O)[O-],0,training
77,O=C(O)CC(O)C(=O)O,0,training
78,Cc1cccc([N+](=O)[O-])c1C(O)O,1,training
79,c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1C1OC21,1,training
80,Cl/C=C/c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,valid
81,CCC1(C)CO1,0,test
82,O=[N+]([O-])c1cc(C(O)=Nc2ccccc2)cs1,1,training
83,O=[N+]([O-])c1cc([N+](=O)[O-])c2cccc3c2c1-c1ccccc1-3,1,training
84,C1OCOCO1,0,training
85,O=C1C=C2C(=CCOC2O)O1,0,training
86,CCN,0,training
87,C=C(C)C1CC=C(C)C(OC(C)=O)C1,0,training
88,O=[N+]([O-])c1c(O)ccc2ccccc12,1,training
89,CN(C)c1ccc(C2CC3(C)C(CCC3(O)/C=C/CO)C3CCC4=CC(=O)CCC4=C23)cc1,0,test
90,Nc1ccc2cccnc2c1,1,training
91,c1cc2c3c(cccc3c1)[C@H]1N[C@@H]21,1,training
92,O=C1[C@@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl,1,training
93,NC1(C(=O)O)CCCC1,0,training
94,CCCCCN(CCCCC)N=O,1,training
95,c1ccc(N=NNc2ccccc2)cc1,1,valid
96,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0,training
97,CCCNc1c([N+](=O)[O-])ccc(Cl)c1C(=O)O,0,valid
98,Clc1c2ccccc2cc2c1ccc1ccccc12,1,test
99,CCCNCCC,0,training
100,O=[N+]([O-])c1ccc(CNc2nc[nH]c3ncnc2-3)cc1,0,test
101,COCCc1ccc(OCC(O)CNC(C)C)cc1,0,test
102,O=[N+]([O-])c1ccc2cc(O)c3cccc4ccc1c2c43,1,valid
103,CC(C)(Br)C(Br)COP(=O)(OCC(Br)C(C)(C)Br)OCC(Br)C(C)(C)Br,0,valid
104,CC(C)Oc1ccc(Nc2ccccc2)cc1,0,training
105,Oc1cc(O)c2ccccc2c1,1,training
106,Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,1,training
107,O=C(O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,1,training
108,Oc1cc2c3ccccc3cc3ccc4cccc1c4c32,1,training
109,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0,training
110,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,1,training
111,Cc1cc(C)cc(C)c1,0,training
112,Cl/C=C\CCl,1,valid
113,Oc1cnc2ccccc2c1,0,training
114,Nc1cc2nc3ccc(Cl)cc3nc2cc1N,1,training
115,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0,training
116,CC(C)C[C@@H](C)Nc1ccc(Nc2ccccc2)cc1,0,training
117,Nc1nc2ccccc2[nH]1,0,training
118,CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,1,training
119,CC[N+]([O-])(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,1,training
120,O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)C=CCC2,0,training
121,c1ccc2c(c1)-c1c(c3ccccc3c3ccccc13)C1OC21,1,training
122,COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,1,training
123,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0,valid
124,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0,training
125,Cc1cc(C(=C2C=CC(N)C=C2)c2ccc(N)cc2)ccc1N,1,training
126,Fc1ccc2c3c(cccc13)-c1c-2ccc2ccccc12,1,training
127,C1=CC23CCCC2(C=C1)O3,1,training
128,CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O,1,training
129,CC(C)CCCC(C)C1CCC2C3CC=C4CCCCC4(C)C3CCC12C,0,training
130,O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],1,training
131,COc1cccc([N+](=O)[O-])c1,0,training
132,O=CC(=O)c1ccccc1,1,training
133,Cc1c2c(nc3ccc(CO)cc13)-c1ccccc1C1OC21,0,training
134,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,0,training
135,CCCCNCCCC,0,training
136,O=[N+]([O-])c1ccc2ccc3c4ccccc4cc4ccc1c2c43,1,training
137,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1,valid
138,CCOP(=O)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,1,training
139,N=c1ccn2c(n1)O[C@@H]1[C@@H]2O[C@H](CO)[C@H]1O,0,training
140,Cc1cc(O)c2c(c1)C(=O)C(c1c(C)cc3c(c1O)C(=O)C=CC3=O)=CC2=O,0,test
141,CC(C)(C)c1ccc(OCC2CO2)cc1,1,training
142,CC1c2cc(F)ccc2-c2ccc(F)cc21,1,training
143,CO[C@@H]1C[C@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H](N(C)C)[C@H]1O,1,training
144,S=C(Nc1ccccc1)Nc1ccccc1,0,training
145,C/C=C(\C)C(=O)OC1CCN2CC=C(CO)C12,0,test
146,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,1,training
147,CC(=O)N(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(Oc2ccc(Cl)cc2)cc1,1,valid
148,O=C(O)c1ccc2c(c1)C(=O)OC2=O,0,training
149,O=C(/C=C/c1ccccc1)c1ccccc1,0,training
150,CC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,0,test
151,O=[N+]([O-])c1c2c3c(ccc4cccc(c43)CC2)c2ccccc12,1,training
152,Cc1ccc(OP(=O)(Oc2ccc(C)cc2C)Oc2ccc(C)cc2C)c(C)c1,0,training
153,O=C(OCC1CO1)c1cccc(C(=O)OCC2CO2)c1,1,training
154,COc1nsc2c(N)cccc12,1,training
155,N=C(N)N=C(N)NCCc1ccccc1,0,training
156,N=P(O)(OCCC(=O)O)N(CCCl)CCCl,1,test
157,ClCc1cc2c3c(cccc3c1)-c1ccccc1-2,1,training
158,Cc1cnc2c(cc(C)c3c2nc(N)n3C)n1,1,training
159,COc1ccc(N)cc1N,1,training
160,O=C(O)c1ccc([NH+]([O-])O)cc1,1,training
161,CNCCS(=O)(=O)O,0,training
162,CN(CCCCO)N=O,1,training
163,CN(C)c1nc2c3cccnc3ccc2n1C,1,training
164,c1ccc(N(c2ccccc2)c2ccccc2)cc1,0,training
165,C=CC(=O)OCCCC,0,training
166,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccc(O)cc3)c(F)c21,1,training
167,O=C(/C=C/c1ccccc1)c1ccc([N+](=O)[O-])cc1,1,valid
168,CO[PH](=O)OC,1,training
169,CC(O)/C=C/C=O,1,training
170,O=C(O)[C@@H]1O[C@H](N(O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,1,training
171,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0,training
172,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0,test
173,O=Nc1cccc(-c2ccccc2)c1,1,training
174,CCC1(c2ccccc2)C(=O)NCNC1=O,1,training
175,CC(=O)Nc1ccc(C2OC2C(=O)c2ccccc2)cc1,1,training
176,Cc1ccc(COS(=O)(=O)c2ccc(C)cc2)cc1,0,training
177,Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1,training
178,c1ccc2c(CCC3CO3)cccc2c1,1,training
179,CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,0,training
180,O=Nc1ccc2ccc3cccc4ccc1c2c34,1,training
181,[O-][NH+](O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,training
182,OC1C=Cc2c(cc3c(ccc4ccccc43)c2Br)C1O,0,training
183,CCOC(=O)CC(C)=O,0,training
184,CCCC(=O)OCC,0,training
185,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,training
186,O=[N+]([O-])CCl,1,training
187,C=CC(C)(O)CCC=C(C)C,0,training
188,C=CC(C)C#N,0,training
189,CC(=O)/C=C/c1ccco1,0,training
190,CC(=O)Nc1ccc2ccc3ccc(O)c4ccc1c2c34,1,valid
191,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0,training
192,Nc1c(O)cccc1[N+](=O)[O-],0,valid
193,O=[N+]([O-])c1ccccc1SSC(Cl)=C(Cl)C(F)(F)F,1,test
194,O=c1c2[nH]c3ccccc3c2nnn1N=Cc1ccc(Cl)cc1,1,training
195,Cc1ccc(-c2nc3n(c2[N+](=O)[O-])CCS3)cc1,1,valid
196,C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,0,training
197,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,0,training
198,CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O,1,training
199,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C,0,training
200,COc1ccc(S(=O)(=O)n2ncc(Cl)c(Cl)c2=O)cc1,0,training
201,CNN,1,training
202,C1=CC2OC2c2ncccc21,1,training
203,CCOC(=O)[C@@H]1O[C@]1(C)c1ccccc1,0,valid
204,OC1Cc2cc3cccc4ccc5ccc1c2c5c43,1,training
205,Cc1cc(=O)n(-c2ccccc2)n1C,0,training
206,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,0,training
207,O=C1c2ccccc2C(=O)c2c1cc(OC1COC(OCC3OC(O)C(O)C(O)C3O)C(O)C1O)c(CO)c2O,1,training
208,O=[N+]([O-])c1ccc2ccc3cc4ccccc4c4ccc1c2c34,1,training
209,CC(=O)Nc1nc(-c2cc([N+](=O)[O-])cs2)cs1,1,training
210,c1ccc(Cc2ccc(OCC3CO3)cc2)cc1,1,training
211,CCC(=O)OCc1cccc([N+](=O)[O-])c1,0,valid
212,CC(=O)N(C)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,1,training
213,Cc1cccc2c1-c1cc3ccccc3cc1C1NC21,1,training
214,c1cnc2ccc3c(c2c1)CCC1OC31,0,test
215,C1COCCOCCOCCOCCOCCO1,0,training
216,CC(=O)/C(C)=N\O,0,training
217,Cc1ccc2cccc([N+](=O)[O-])c2c1,1,training
218,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,0,training
219,C[CH-][N+](=O)[O-],0,test
220,O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])cc3c2c1,1,training
221,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,1,training
222,C=CC(OC(C)=O)c1ccc2c(c1)OCO2,1,valid
223,O=C1CCC(=O)O1,0,training
224,Nc1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1,0,valid
225,COc1ccc2cc([N+](=O)[O-])c3ccc(=O)oc3c2c1,1,training
226,CCOCCOCC,1,training
227,Nc1nc(O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2n1,0,training
228,CC1(C2CO2)CO1,1,training
229,S=C1SSC2=NCCN12,0,training
230,CCCC(O)C(CC)CO,0,training
231,O=[N+]([O-])c1ccc2cccc3c2c1C=C3,1,training
232,O=P(OC[C@H](Br)CBr)(OC[C@H](Br)CBr)OC[C@H](Br)CBr,1,training
233,Cc1ncc2c(n1)CCC2,0,training
234,[O-][NH+](O)c1c(O)c(Cl)cc(Cl)c1Cl,0,training
235,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0,valid
236,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,0,training
237,OCc1ccc(O)cc1,0,training
238,Nc1ccc(Cl)cc1[N+](=O)[O-],1,training
239,c1ccc2c(c1)cc1ccc3cccc4ncc2c1c34,1,valid
240,O=C(Cl)Cc1ccccc1,1,valid
241,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(O)cccc13)OCO2,1,training
242,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,training
243,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,training
244,Cc1coc2c1CCC(C)C2,0,training
245,CN(CCC#N)c1ccc(N=Nc2ccccc2)cc1,1,training
246,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,0,training
247,Brc1ccccc1-c1ccccc1,0,training
248,COc1nncc2ccccc12,0,test
249,BrCCCCBr,1,valid
250,O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4c5ccccc5c1c2c34,1,training
251,COc1ccc(C=Nn2nnc3c([nH]c4ccccc43)c2=O)cc1,1,training
252,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,0,training
253,NCCNCCNCCNCCNCCN,1,training
254,Cn1c2ccccc2c2cc(N)ccc21,1,training
255,O=c1oc2ccc([N+](=O)[O-])c3ccc4cccc1c4c23,1,training
256,O=C(CBr)c1oc([N+](=O)[O-])c(Cl)c1Cl,1,training
257,NNc1ccc([NH+]([O-])O)cc1[NH+]([O-])O,1,training
258,COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4O)C1C=COC1O2,1,training
259,COC(=O)c1ccc(CN(C)N=O)cc1,0,training
260,O=C(O)/C=C/c1ccc(/C=C/C(=O)O)cc1,0,test
261,O=Nc1ccc2ccccc2c1,1,training
262,CN(C)C(=O)N(C)C=O,1,training
263,CCOC(=O)CNC(=O)C=[N+]=[N-],1,training
264,Cc1cccnc1,0,valid
265,N#CCc1ccccc1[N+](=O)[O-],1,training
266,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0,training
267,NC(=O)/C(=C/c1ccc([NH+]([O-])O)o1)c1ccccc1,1,test
268,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],0,training
269,CN(C)Nc1nc(-c2ccc([NH+]([O-])O)o2)cs1,1,training
270,Oc1cc(O)c2ccccc2n1,1,training
271,O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2c1,1,training
272,Cc1c2ccc(CO)cc2nc2c1ccc1ccccc12,1,valid
273,COS(=O)(=O)OC,1,training
274,CC(=O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,1,training
275,CCc1c2ccccc2c(C)c2c1ccc1ccccc12,0,training
276,FC(Cl)C(F)(F)C(F)(F)Cl,0,training
277,COC(=O)C1O/C(=N\O)C(Cl)=C1Cl,0,training
278,O=C(O)CCCCC1CCSS1,0,training
279,CC(=O)Nc1ccc(Oc2ccc(N(O)C=O)cc2)cc1,1,training
280,N/C(=N\OS(=O)(=O)O)c1ccccc1,0,training
281,Cc1ncc([N+](=O)[O-])n1CCO,1,training
282,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1,0,training
283,Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)cc2)cc1,1,training
284,Cc1ccc2ccc3c4ccccc4ccc3c2c1,1,training
285,O=[N+]([O-])c1cccc2c1oc1ccccc12,1,training
286,OC1c2cccc3ccc4c5ccccc5cc(c4c23)C1O,1,training
287,COC(=O)C1=C(C)N=C(C)C(=C(O)OC)C1c1ccccc1[N+](=O)[O-],0,training
288,Nc1cnc2ccccc2c1,1,training
289,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,1,training
290,CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,0,training
291,CCCCN(CCCC(=O)O)N=O,1,training
292,CCCCCNc1snc2ccccc12,0,test
293,Oc1ccc2ccccc2c1,0,training
294,O=C(O)C1OC(N(O)c2ccc(-c3ccccc3)cc2)C(O)C(O)C1O,1,training
295,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1,training
296,Cc1cnc(C)cn1,0,valid
297,COC(=O)c1ccco1,0,training
298,OC1C=Cc2c(ccc3c2ccc2ccccc23)C1O,1,test
299,N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,training
300,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],0,test
301,CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,0,training
302,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C=C(/C)CC/C=C(/C)CCC=C(C)C,0,training
303,c1ccc(C2CO2)cc1,1,training
304,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0,training
305,COc1ccc(CCl)cc1,0,training
306,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],1,training
307,CN1C(=O)C(O)CC1c1cccnc1,0,training
308,N[C@@H](CCC(=O)N[C@@H](CSC(Cl)=C(Cl)Cl)C(=O)NCC(=O)O)C(=O)O,1,training
309,C=C(C)C(=O)O,0,test
310,O=C(c1ccccc1)C1OC1c1ccc(Oc2ccccc2)cc1,0,training
311,Nc1c(/N=N/c2ccc([NH+]([O-])O)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(/N=N/c3ccccc3)c(O)c12,1,training
312,CC(C)c1cc(N)cc([N+](=O)[O-])c1N,0,training
313,Cc1cccn2c1nc1ccc(NO)nc12,1,valid
314,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,0,training
315,Cc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,1,training
316,Cc1c(/C=N/OCc2ccc(Cl)cc2Cl)c2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)cc1,0,training
317,O=[N+]([O-])c1ccc2c(c1)-c1cccc3cccc-2c13,1,training
318,CC(CCc1ccccc1)c1ccccc1,0,training
319,O=[N+]([O-])c1cnc(N2CCN=C2O)s1,1,training
320,ClCCNCCCl,1,test
321,O=C1OCC(C(Br)Br)=C1Br,1,training
322,Cc1ccc(S(=O)(=O)N2C3c4ccccc4-c4ccccc4C32)cc1,1,training
323,COCC(=O)O,0,training
324,O=C(Cl)c1ccc(Cl)cc1Cl,1,training
325,N#CCc1ccc(Cl)cc1,0,training
326,O=CC=Cc1ccccc1[N+](=O)[O-],1,valid
327,C=C(C)C1CC=C(C)CC1,0,training
328,O=S(O)c1ccc(Cl)cc1,0,training
329,Cc1cc(C)c2nc3c(ccc4ccccc43)c(C)c2c1,1,training
330,Cc1cnc2ccc3c(nc(NO)n3C)c2n1,1,training
331,CCc1ccccc1Nc1ccc(Nc2ccccc2CC)c2c1C(=O)c1c(O)ccc(O)c1C2=O,1,training
332,COc1cc(/C=C/C(=O)O)ccc1O,0,training
333,COC(=O)c1cc2ccc3cccnc3c2[nH]1,0,training
334,Cc1cc2c(O)cccc2c2cc3c(cc12)C=CC(O)C3O,1,training
335,Nc1ccc2c(c1)[nH]c1ccccc12,1,training
336,Oc1cc(Cl)c(Cl)c(Cl)c1,0,valid
337,CCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,1,training
338,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,1,training
339,CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,0,training
340,OCCCCO,0,training
341,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1,training
342,O=Cc1ccccc1[N+](=O)[O-],1,training
343,Cc1ccc(N(CCCl)CCCl)cc1,0,training
344,NCCc1ccc(O)c(O)c1,1,training
345,Cc1ccc(OC(=O)N(C)N=O)c(C)c1C,1,training
346,CCN(CC)S(=O)(=O)c1ccc(NC(C)=O)cc1,0,training
347,O=[N+]([O-])c1cc2c(cc1O)[nH]c1ccccc12,1,training
348,O=C(O)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0,test
349,O=C1CC(=O)c2ccccc2C1=O,1,training
350,OCC(Cl)CCl,1,test
351,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,1,training
352,CCCCC(CC)COC(=O)c1cccc(C(=O)OCC(CC)CCCC)c1,0,training
353,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,0,training
354,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,1,training
355,CCCCCC(N)=O,0,training
356,CN(C)CCNC(=O)c1cccc2c1Nc1ccccc1O2,1,training
357,COC[C@H]1CO1,1,valid
358,CC(=O)c1ccccn1,0,training
359,COc1ccc(N)c(OC)c1,1,training
360,Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,1,training
361,Nc1ccc(F)cc1F,1,test
362,CC(C)CN(C(=O)CCCl)c1snc2ccccc12,0,training
363,CC(C)[C@](O)(C(=O)O)[C@@H](C)O,0,training
364,CCCC[C@@H](CC)COS(=O)(=O)O,0,training
365,CC(=O)Nc1ccc(Sc2ccccc2)cc1,1,training
366,O=Nc1ccc2c(c1)Cc1ccccc1-2,1,training
367,CCOc1ccc(NC(=O)C[C@@H](C)O)cc1,1,training
