,smiles,hERG,group
17,O=C(c1cn(CCCNCc2ccc(Oc3ccc(Cl)cc3)cc2)nn1)N1CCOCC1,1,training
18,COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2Cc2nc3ccc(Cl)cc3[nH]2)cc1,1,training
19,CNC(C)c1cc(C(F)(F)F)ccc1Oc1ccc(Cl)c(Cl)c1,1,training
20,N#Cc1ccc(Cn2cncc2C[NH2+]C2CCN(c3cccc4ncccc34)C2=O)cc1,1,training
21,NC(=O)[C@@H]1CC[C@H](c2ccc(Oc3ccccc3)cc2)N1,0,training
22,Cc1nc2cccnc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,0,training
23,Cc1ccc2c(c1)CC(CCN(C)C)=C2Cc1cnccn1,1,training
24,O=c1c2cc(-c3ccc(Cl)cn3)cn2ncn1-c1ccc(N2CC[C@@H](O)C2)nc1,0,training
25,CN(CCN1CCN(c2ccc3c(c2)OCO3)C1=O)C[C@]12CC[C@H](CC1)C2(C)C,1,test
26,Cc1cn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,1,valid
27,Cc1ccccc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(S(C)(=O)=O)C1,1,training
28,O=C(/C=C/c1ccc2c(c1)CN(S(=O)(=O)c1ccncc1)C2)NO,0,training
29,COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,1,training
30,CS(=O)(=O)C(c1ccc2c(c1)OCO2)N1CCN(c2ncccn2)CC1,0,training
31,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2ccnn21,0,training
32,COc1ccc2nc(NC3=NC[C@@]4(CN5CCC4CC5)O3)sc2c1,1,training
33,O=P(Nc1cccnc1)(c1ccccc1)c1ccccc1,0,test
34,CCCCCCCN(CC)CC#CCOCc1ccc(Cl)cc1,1,test
35,Cc1cc(C#N)ccc1-c1ccnc(NCc2cc(-c3ccccn3)[nH]n2)c1,1,training
36,Cc1ccccc1-c1nc2cn(-c3cccc(Cl)c3)nc2c(=O)n1CC1CCCN(C(C)C)C1,1,training
37,CCCCOc1ccc(Cl)c(OCCCC)c1/N=N/c1c(O)ccc2ccccc12,1,training
38,CCCCCCCN(CC)CC#Cc1ccc(Cl)cc1,1,training
39,Cc1cc(Br)c(NC2=NCCN2)c2ccccc12,1,valid
40,O=C(c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)c(F)c1)N1CCCC1,0,training
41,COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,1,valid
42,O=C(c1ccccc1Oc1ccccc1)N(C1CCC1)[C@H]1CCNC1,1,test
43,N#Cc1c[nH]c(C(=O)Nc2ccc(C3CCN(C(=O)Cc4cccnc4)CC3)cc2C2=CCCCC2)n1,0,test
44,CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,1,test
45,Clc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)nc1,1,training
46,Cc1ccc(-c2nnc(SCCCN3CCc4ccc(-c5cc(C)on5)cc4CC3)n2C)cc1,1,training
47,COc1cc(N2C(=O)N(c3ccc(-c4ccc5[nH]ncc5c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1,training
48,CC(C)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(Cl)cn1,0,training
49,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3nncc(C(F)(F)F)n3)CC2)(C(C)C)C1,1,training
50,CCc1cc2c(cc1N1CCN(CC3(O)CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0,test
51,COc1ncccc1C(=O)N1CC[C@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,0,training
52,N#Cc1cnc2ccc(-c3c(-c4ccc(F)c(Cl)c4)ncn3CCO)nn12,0,test
53,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1,0,training
54,Cn1cc([C@@]2(c3cncc(C(=O)O)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,0,training
55,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,0,training
56,NC(=O)C(F)(F)CCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,training
57,c1cnc2c(c1)CCCC2N(CCCN1CCNCC1)Cc1nccc2c3ccccc3n(CCN3CCOCC3)c12,1,training
58,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccncc2)C3=O)ccc2c1COC2=O,0,valid
59,COc1ccc(CCN(C)CCOc2ccc(NS(C)(=O)=O)cc2[NH3+])cc1OC,1,training
60,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1,1,training
61,C[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0,valid
62,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6cc(C(F)(F)F)cnc56)(CC3)OC4)nc2N1,1,training
63,N#Cc1cc(COC(=O)N2C[C@H]3[C@H](CNC(=O)c4ccc5[nH]nnc5c4)[C@H]3C2)cc(C(=O)OC(F)(F)F)c1,0,test
64,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(F)(F)F)n3)C2=O)[C@H](CS(C)(=O)=O)C1,0,training
65,O=C(N[C@H](c1ccc(F)cc1)C1CC1)c1cc(C(=O)N2CCCC2)n2c1COCC2,0,training
66,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)cn3)ccc12,1,training
67,CCCc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)n1,1,training
68,CCCN(c1ccon1)P(=O)(c1ccccc1)c1ccccc1,0,training
69,Cc1cc(CN2CC(C(=O)C3CCC[C@H]3C#N)[C@@H](N)C2)ccc1C#N,0,training
70,FC1CC[NH2+]CC1c1c(-c2ccccc2)[nH]c2c(Cl)cccc12,1,training
71,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)CC1,1,training
72,CCC(NCCCC[C@@H](Cc1cc(C)c(F)c(C)c1)C(=O)NO)c1ccc(F)cc1,0,training
73,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(OC(F)(F)F)c(F)c3)C2)C1c1cccc([N+](=O)[O-])c1,1,training
74,CC(C)(C)Oc1cc([C@H](C2=CNC(C(C)(C)O)C=C2)c2cc[n+]([O-])cc2)ccc1OC(F)F,0,training
75,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,0,training
76,CN1C[C@@H](N(Cc2ccccc2F)c2ccc(C#N)c(Cl)c2)CC1=O,1,valid
77,CO[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1,0,training
78,COC(=O)C1CCN(C(=O)c2ccc(CSc3ccc4nc(N)sc4c3)cc2)CC1,0,test
79,COc1ccc2c(=O)n(C[C@H](O)CO)c(C#N)c(-c3ccccc3)c2c1,0,training
80,N[C@H]1C[C@@H](N2Cc3nn4nccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,0,training
81,CC1(c2ccc(C#N)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,0,test
82,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,0,test
83,Nc1ncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,0,training
84,O=C(c1nc(-c2ccccc2)no1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,1,training
85,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,1,training
86,CN1CCN(C)c2nc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)ccc21,0,valid
87,NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,0,training
88,CCc1oc(CCc2cc(N3CCOCC3)cc(NCCC#N)n2)nc1C,1,training
89,N[C@@H]1CCCN(c2c(Cl)cccc2/C=C2\SC(=O)NC2=O)C1,0,valid
90,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cn1cccn1)c1ccccc1,1,valid
91,Cc1ccc(C(=O)Nc2ccc(CN3Cc4ccc(O)cc4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,1,training
92,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(C(C)(C)O)nc2)C3)ccc2c1COC2=O,0,training
93,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc2occc12,1,training
94,NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1,training
95,COc1cc(-c2cncc(-c3ccc(C4CCN(C)CC4)cc3)c2C)cc(OC)c1OC,1,training
96,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1,training
97,C[C@H](CN[C@@H](C(=O)Nc1ccc(-c2cnn(C)c2)cn1)c1ccccc1)c1ccc(C#N)cc1,0,training
98,CC(C)(C)S(=O)(=O)c1cc2c(Nc3ccc4scnc4c3)ncnc2cc1OCCO,0,test
99,COc1cc(/C=C/c2nc(NCc3ccccc3)c3c4c(sc3n2)CCC4)ccc1-n1cnc(C)c1,1,training
100,Cc1c([C@@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)nc4)C[C@H]3CO2)ccc2c1COC2=O,0,training
101,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,1,training
102,Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2ccc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O,0,training
103,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccc(N4CCOCC4)cc3OC)n1)CCN(CC(=O)N(C)C)CC2,1,training
104,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,1,training
105,O=C1N(CCN2CCC(c3ccc(Cl)cc3)CC2)CCN1c1cccc(Cl)c1,1,training
106,COc1cccc(NC(=O)c2cnc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)s2)c1,1,training
107,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,0,training
108,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0,training
109,CN(C)CCC1=C(Cc2cnccn2)c2ccc(Cl)cc2C1,1,training
110,CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,1,training
111,CN1CCC(COCc2cc(C(F)(F)F)cc(Cl)n2)(c2ccccc2)CC1,0,training
112,CC1(C)OC(=O)N([C@H]2CC[C@H](c3cnc(N)c(-c4ncccn4)c3)CC2)[C@H]1c1ccccc1,0,training
113,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc4nc[nH]c(=O)c34)cccc12,0,training
114,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)N2CCN(S(=O)(=O)CC(F)(F)F)CC2)CC1,1,training
115,CC(C)c1cc(CN2Cc3ccccc3S2(=O)=O)nn1C(C)(C)C,0,training
116,NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccc3c(c2)OCO3)c1,1,training
117,Cc1cc(C)c(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,0,training
118,COc1cc(CCN2CCN(CC(OC)c3ccc4c(c3C)COC4=O)CC2)ccc1C#N,1,training
119,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccccn1,1,training
120,O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ncccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12,0,training
121,CNC1CCN(c2ccc(-n3cnn4cc(-c5ccc(Cl)cc5)cc4c3=O)cn2)C1,1,training
122,Cc1nc2nc(N3CCN4CCC3CC4)oc2cc1Cl,0,valid
123,Cc1ccc([C@]2(O)CC[C@H](N[C@H]3CCN(C(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)nc1,0,training
124,O=C(CC1CCN(Cc2ccc(-c3ccc(Cl)cc3)o2)CC1)NCC(O)C(F)(F)F,1,training
125,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NCC4CN(c5ccc(Cl)cn5)C(=O)O4)cc3)oc12,0,training
126,C=CCN(Cc1nccs1)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,0,training
127,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1,training
128,COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(CC2=Cc3ccccc3OC2(C)C)CC1,1,test
129,CC1(C)Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,0,training
130,N[C@@H]1CCCN(c2ccccc2/C=C2\SC(=O)NC2=O)C1,0,training
131,CC(C)CNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1,training
132,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)cnc1C,0,training
133,CC(C)(Cc1ccccn1)N1C(=O)c2ccccc2C1C(=O)NCc1ccc(OC(F)(F)F)cc1,1,test
134,COC1COCCC1N[C@@H]1C[C@H]2CN(/C(N)=N\C#N)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0,training
135,CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1OC,1,training
136,O=C(O)CC1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,1,training
137,NC(=O)c1cnc2cc(F)c(-c3cccnc3)cc2c1NC1CCOCC1,1,training
138,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,training
139,COc1cc(-c2cncc(-c3ccc(N4CCNCC4)cc3)c2C)cc(OC)c1OC,1,training
140,CC(C)(C)NC(=O)C1c2ccc(NS(C)(=O)=O)cc2C(=O)N1Cc1ccccc1-c1ccccc1,0,training
141,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,0,test
142,Cc1cc(NCc2c(Cl)ccc(Cl)c2Cl)c2cccc(C(N)=O)c2n1,1,training
143,Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1F,0,training
144,O=c1c2nccn2c2cc(F)c(-c3ccncc3)cc2n1C1CC1,0,training
145,Cc1cnc(Nc2cccnc2C)nc1-c1c[nH]c2c(NC(=O)[C@@H](C)N3CCN(C)CC3)cccc12,0,valid
146,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CC2CCN(C(=S)C(C)C)CC2)C[C@H]1OC,1,training
147,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(F)c1,1,training
148,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,1,valid
149,C[C@@H]1CC[C@@H]([C@@H](C)C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c2nc(CN3CCOCC3)ccc21,1,training
150,O=C1N(CCN2[C@H]3CCC[C@@H]2CC3)CCN1c1cccc(Cl)c1,1,training
151,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0,training
152,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,0,test
153,CC(C)c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1,0,test
154,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0,valid
155,CC(C)c1ncc([C@H]2CC[C@@H](N3CC(NC(=O)CNc4nn(C)c5ccc(C(F)(F)F)cc45)C3)CC2)s1,0,test
156,COC(=O)c1coc(CN2CCN(C(=O)CC(c3ccc(F)cc3)c3ccc(Br)cc3)CC2)n1,1,training
157,CC(C)CN(CC(C)C)c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1,1,training
158,Cc1nc(SCc2cc(N3CCOCC3)cc(NCC#N)n2)sc1C,0,training
159,Cc1nc2ccc(F)cc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,1,training
160,CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2[C@@]2(COC(N)=N2)C12CC2,0,training
161,COCCn1cc(-c2c(C)nc3c(N4CCOCC4)nccn23)cn1,0,training
162,O=[N+]([O-])c1ccc2c(c1)ncn2Cc1ccc(O)c2ncccc12,0,test
163,CC(CC(C)(C)C)N1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1,training
164,COc1cccc2nc(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)n(C)c(=O)c12,1,training
165,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,1,training
166,COC1OC2(CCN(Cc3ccccc3)CC2)c2cnn(-c3ccccc3)c21,1,training
167,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,1,training
168,Cc1nccnc1-c1ccc(CC(=O)N[C@H](C)c2ccc(OCC(F)(F)F)cn2)cc1,0,training
169,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0,training
170,O=C(C1CC12CCN(C1CCOCC1)CC2)N1CCN(C2CCC2)CC1,0,training
171,C[C@H]1CC(=O)NN=C1c1ccc(OC2CCN(C3CCC3)CC2)cc1,0,training
172,CN(C)CCN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,0,training
173,COc1ccc2ncc(F)c(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2n1,1,training
174,CNCc1cc(Cl)ccc1Oc1ccc(C)c(C)c1,1,training
175,CNc1nc(NCCCN(C)C)c2sc(-c3ccccc3)cc2n1,1,training
176,Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,0,training
177,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,1,training
178,CCCN1CCC[C@@H](c2cccc(O)c2)C1,1,training
179,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nccs2)cc1F,0,training
180,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4c3cnn4C)[C@@H](C)C2)c(C)c1,0,training
181,Cc1ccc(Cn2cnc(=O)c3cc(Oc4ncccc4C(F)(F)F)ccc32)cc1,0,test
182,CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1C(F)(F)F,1,test
183,CCCCCCCc1[nH]c2ccc([N+](=O)[O-])cc2c(=O)c1CO,0,training
184,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,0,training
185,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,0,training
186,N#Cc1ccc(N2CCN(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)c(=O)n4ccccc34)CC2)cc1,1,training
187,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(C)(C)C)c3)C2=O)[C@H](CS(=O)(=O)C(C)C)C1,0,training
188,CCc1nn2c(C)cc(C)nc2c1Cc1ccc(CCC(=O)N2CCNCC2)cc1,0,training
189,Cc1c2c(n3c1CCCN1CC[C@H](CNc4cc-3ccc4C(N)=O)C1)CC(C)(C)CC2=O,1,training
190,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3ccc4c(c3)OCCO4)(CC1)CO2,0,training
191,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1,training
192,O=C(Cc1ccc(OCC[C@@H]2C[C@@H]2C2CCN(c3ncc(Cl)cn3)CC2)cc1F)N1CCC1,1,training
193,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(C(F)(F)F)cs3)CC2)CC1,0,valid
194,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)nc1C,1,test
195,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,0,test
196,COc1ccc(-c2ccc3ncnc(-c4cncc(C(=O)N5CCN(C)CC5)c4)c3c2)cn1,0,training
197,N#Cc1cc(NCC(=O)NC2CN([C@H]3CC[C@@](O)(c4cncs4)CC3)C2)c2cc(C(F)(F)F)ccc2n1,0,training
198,COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(F)ccc21,1,test
199,CCO[C@H]1CN([C@H]2CC[C@@](O)(c3ccccc3)CC2)C[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,0,training
200,CN1CCN(c2ccccc2CNC(=O)c2ccc(F)c(NC(=O)c3cnc4cc(-c5ccnn5C)ccn34)c2)CC1,1,training
201,Cc1ncn(-c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c3nc4c(F)ccc(C)c4c(=O)[nH]3)c(Cl)c2)n1,0,training
202,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)c(C(F)(F)F)c4)CC3)ccc21,1,training
203,O=C(c1ccccn1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(Cl)c(Cl)c1)C2,0,training
204,Cn1cc(Cn2cc(-c3ccc(Cl)c(OC(F)F)c3)cn2)cn1,0,test
205,O=C(/C=C/c1ccc2c(c1)CN(Cc1ccccc1)C2)NO,0,training
206,Cc1coc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,0,training
207,COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1C(F)(F)F,1,training
208,COc1ccc(N2C(=O)C(C)(C)C2c2ccccc2OC)cc1,0,training
209,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1,training
210,CC(C)NC(=O)c1cn(-c2cccc(Br)c2)c2ncccc2c1=O,0,training
211,Cc1c(CNC2CCCC2)nn(-c2ncccc2Cl)c1-c1cccnc1,0,training
212,N#CC1(COc2ccc3ncc(F)c(CCC45CCC(NCc6ccc7c(n6)NC(=O)CO7)(CC4)CO5)c3n2)CC1,1,valid
213,CC1(C)C[C@@H](NC(=O)CC(O)(C(F)(F)F)C(F)(F)F)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,0,training
214,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccccc3)C2)n1C,1,training
215,O=C(C1CC12CCN(C1CCOCC1)CC2)N1CCN(C2CCCC2)CC1,0,training
216,O=C(O)C1=CCCN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1,0,training
217,COc1cc2c(cc1OC)[C@H](C[C@H](O)c1ccc(Cl)cc1)N(C)CC2,1,training
218,CCOC(=O)CCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,training
219,Cc1nc(CNC2CCCC2)n(C(C)C)c1-c1ccc(Cl)cc1,1,training
220,O=C(NC[C@H]1[C@@H]2CN(C(=O)OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C[C@H]12)c1ccc2[nH]c(=O)oc2c1,1,training
221,Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1F,0,valid
222,COc1ncc(-c2cccc(OC(F)F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,1,training
223,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,1,valid
224,COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCCC5)cn4)CC3)o2)cc1,0,test
225,CC(C)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1,1,training
226,Cn1cc(-c2cc3nccnc3c(NCC3CNCC(F)(F)C3)n2)cn1,0,training
