,smiles,hERG,group
37,O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)c(F)c1)c1ccccc1F,0,training
38,CN(c1ccc(-c2cc3cnccc3cc2O)nn1)C1CC(C)(C)NC(C)(C)C1,0,training
39,CC(C)(O)C(Cl)(Cl)Cl,1,training
40,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3c2)CC1,1,training
41,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,1,training
42,Cn1cc(CN2CCc3cc4nc(N)sc4cc3CC2)cn1,0,test
43,O=C(O)CCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,0,test
44,CCN(CC)CCOCCC1=CCC2CC1C2(C)C,1,training
45,CC[NH+](CC)CCCN(CC(=O)N(C1CCCCC1)C1CCCCC1)C(=O)c1ccc([N+](=O)[O-])cc1,1,training
46,CN1CCC(COCc2cc(C(F)(F)F)cc(C3(F)CC3)n2)(c2ccccc2)CC1,0,training
47,NC1=NC2(CO1)c1cc(Br)ccc1OC(CC1CC1)C21COC1,0,training
48,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(F)cccn12,1,training
49,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1/N=C1\SCC(=O)N1c1ccccc1,0,training
50,O=C(Nc1ccc(-c2nnc(NCCCN3CCOCC3)o2)cc1)c1ccccc1F,0,valid
51,Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2cncc(C#N)c2)C3)ccc2c1COC2=O,1,training
52,O=C(O)c1cc(-c2ccc(C34CCN(CC3)CC4)cc2)cc(-n2cc(-c3ccc(C(F)(F)F)cc3)nn2)c1,0,training
53,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,0,valid
54,CC(=O)N1CCN(Cc2ccc3c(c2)CC[C@H](N(C)C(=O)c2ccc(-c4ccccn4)cc2)C3)CC1,0,training
55,CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4-c4ccc(Cl)cc4)cc3)CC2)c1,1,valid
56,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,1,test
57,CN(Cc1ccc(C(F)(F)F)nc1)c1cc(C(=O)Nc2ccccc2)ncn1,1,training
58,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(N4CCOCC4)cc3)cc1)C(=O)N2c1cc(O)ncn1,0,training
59,COc1cc(C(O)CN2CCN(CCc3ccc4c(c3C)COC4=O)CC2)ncc1C#N,1,training
60,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0,training
61,COc1ccc(N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2)cc1,0,training
62,Nc1ncnc2c1c(-c1cccc(OC[C@@H]3CCCO3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,1,test
63,CC(C)(O)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](N2CCC(c3cccc(C(=O)O)c3)CC2)C1,0,training
64,Cc1cc2ncn(Cc3ccc(Cl)cc3)c2cc1C,1,training
65,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](NS(C)(=O)=O)CC4)nc3cc2Cl)CC1,0,training
66,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc4c(c(Cl)c3Cl)OCCO4)(CC1)CO2,0,training
67,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)cc(F)c5)C4)C[C@@H]3C(=O)O)c2c1,1,training
68,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCOC4)N3)n2)cc1,1,training
69,Cc1ccc(-c2nc(C)c(Cl)c(OCCCN3CCCCC3)n2)cc1,1,test
70,Nc1ccc(-c2ccccc2F)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,1,training
71,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2F)CC1)C(F)(F)F,1,training
72,O=C([C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1)N1CC(c2ccccc2)(c2ccccc2)C1,1,valid
73,CC(=O)NC(N)=NN=Cc1c(Cl)cccc1Cl,1,training
74,CCOC(=O)C1CCN(C(=N)c2ccc(C(=O)Nc3c(OC)cc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)c(F)c2)CC1,1,training
75,COc1cc2nccc(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2nc1OC,1,training
76,CSc1nc(N2C[C@H]3[C@@H](C2)[C@@H]3C(=O)O)ccc1C(=O)NC12CC3CC(CC(C3)C1)C2,0,training
77,Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C(F)(F)F)oc6c(Br)c5CC4)n3C)cccc2n1,1,training
78,COc1cc(C2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,0,training
79,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,0,valid
80,CCN(CC)C1(CNC(=O)N2CCC(c3nc(-c4ccc5ccccc5n4)no3)CC2)CCCC1,1,training
81,CC(C)Cc1cc(CNS(=O)(=O)c2cccc(F)c2)nn1-c1ccccc1,0,training
82,CCCNCc1ccc(CCn2ccc(OCc3ccc(F)cc3)cc2=O)cc1,1,training
83,Fc1cnc2nc(Oc3ccc(CN4CCCCC4)cc3)sc2c1,0,training
84,Oc1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1,test
85,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CCCOC1,0,training
86,Fc1ccccc1-c1nc2ccn(Cc3cc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)no3)cc-2n1,1,training
87,CC(C)(C)C1CCC2(CC1)CCN(c1ccc(OC(F)(F)F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,1,training
88,C[n+]1c(CCc2ccccc2)cccc1CCc1ccccc1,1,training
89,CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(C)c2ncccc23)CC1,1,training
90,Nc1nc2ccc(C(=O)NCc3ccccc3N)cc2s1,0,test
91,CC(C)N(C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1)C(C)C,1,test
92,CN(C)c1ccc(CNC(=O)[C@H]2CNC[C@@H]2c2ccc(C(F)(F)F)nc2)cc1,0,test
93,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)cc1,1,training
94,Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,1,training
95,COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2ccc(-c3ccccc3CCNC(C)=O)cc2C)cc1,1,training
96,N[C@H]1C[C@@H](N2Cc3nn4nccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,0,training
97,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,1,training
98,O=C(NC1CC1)c1cn(-c2cccc(-c3ccncc3)c2)c2ncccc2c1=O,0,training
99,COc1ccc2ncc(C(F)(F)F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,training
100,CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2ccc(Cl)cc2)CC1,1,training
101,CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2ccc3c(c2)COCC3)CC1,0,training
102,N#Cc1c(CNC23CCC(C[C@]4(O)Cn5c(=O)ccc6ncc(F)c4c65)(CC2)OC3)ncc2c1OCCO2,0,training
103,Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)cn2-c1ccc(OCCNCCO)cc1,1,training
104,CCCOCCn1c(=O)c(N2CCNCC2)nc2cnc(-c3ccc(OC)nc3)cc21,1,training
105,CC(C)(C)n1cc2c(n1)C(=O)CC1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)O2,0,training
106,CCCCCN=C(N)NN/C=C1\C=Nc2ccc(OC)cc21,1,valid
107,CCc1cc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)ccc1C,0,training
108,O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O,0,training
109,Cc1cccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)c1,1,training
110,c1cc2nonc2cc1CCN1CCN(CCc2ccc3nonc3c2)CC1,1,training
111,O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,1,training
112,CONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,1,training
113,CC(C)N1CCN(C(=O)N2CCC(C(C)(C)C)CC2)CC1,0,training
114,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCc3c(nc(C(F)(F)F)nc3C3CC3)C2=O)CC1,1,training
115,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCOc5ccccc5)c4)n[nH]c2-3)CC1,1,training
116,C[C@@H](c1ncccc1F)c1c(CCN(C)C)sc2ccccc12,1,training
117,CS(=O)(=O)c1ccc(-c2cc(N3CCOCC3)nc3c(-c4ccn[nH]4)nccc23)cc1,1,training
118,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cc(F)cc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1,0,training
119,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccnc2)cc1,1,training
120,COCc1ccc(-c2cc3c(N[C@@H](C)c4nn(C)cc4C)c(C(N)=O)cnc3cc2F)cn1,0,training
121,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2cc(C)c(F)cn2)c(C)n1,0,training
122,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@H](c3cnccn3)CC2)C1,0,training
123,COc1cc(-c2nc3n(n2)CCO[C@H]3c2ccccc2C(F)(F)F)ccc1-n1cnc(C)c1,0,training
124,Cc1c(CCN2CCN(CC(O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O,1,training
125,C[N@@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0,training
126,COc1ccc(S(=O)(=O)NCCc2cn(CC(=O)Nc3ccc(Cl)cc3)c3ccccc23)cc1,0,training
127,CCSc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc(OC)c2F)cc(SCC)n1,0,training
128,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3C(F)(F)F)C2)n1C,1,valid
129,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C[C@@]2(O)CN)cc1F,1,training
130,O=C1CN(CCc2ccc(F)cc2)CCN1[C@H]1CCc2cc(CN3CCC(C(F)(F)F)CC3)ccc2C1,1,training
131,C[n+]1c(CCCOc2ccc(Cl)cc2)cccc1CCCOc1ccc(Cl)cc1,1,training
132,COc1ccccc1CC(c1ccccc1F)N1CCNCC1,0,training
133,COc1ccc2ccc(=O)n(C[C@H](O)[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1,0,training
134,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3ccccc3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1,0,training
135,O=C(Nc1ccc(C(F)(F)F)cc1)N1[C@H]2CC[C@@H]1C[C@H](S(=O)(=O)c1ccccn1)C2,0,training
136,c1ccc2c3c([nH]c2c1)C(C1CCCCC1)N[C@@H](c1nc(-c2ccncc2)c[nH]1)C3,1,test
137,O=C(NC1CCN(Cc2ccc(OCCCN(C3CC3)C3CC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,1,training
138,COC1COCCC1N[C@@H]1C[C@H]2CN(C(C)=O)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0,training
139,Cc1cncc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,1,training
140,CC(C)N(C)[C@@H]1CC[C@H](NC(=O)CNC(=O)c2cccc(C(F)(F)F)c2)[C@H](CS(=O)(=O)c2ccccc2)C1,0,training
141,CC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1,training
142,COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(OC)c(C#N)c4)CC3)c2c1,0,training
143,Cc1nn(C2CCN(C(=O)[C@@H](C)N)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,0,training
144,Cc1ccccc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(S(C)(=O)=O)C1,1,valid
145,NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cc1,1,training
146,Cc1nc(NC(=O)c2cc(CNC(=O)C(C)C)cnc2C(F)F)[nH]c1-c1ccc(C(F)(F)F)cc1,1,training
147,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncc(OCc6cccnn6)cc54)CC3)nc2N1,0,test
148,CNCc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)cc1,1,training
149,COC(=O)C1CCN(C(=O)c2ccc3nc(N)sc3c2)CC1,0,training
150,COCCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,1,test
151,COC(C)(C)CCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,1,training
152,O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,1,training
153,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCC(=O)N2CCOCC2)C[C@H]1OC,0,training
154,O[C@H](CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1,training
155,Cc1ccc2oc(-c3c4c(N)n[nH]c(=O)c4nn3-c3ccc(NC(=O)/C=C/CN(C)C)cc3)c(C)c2c1,0,valid
156,COc1ccc(OC2CN(C(=O)NC3CCN(Cc4ccn(-c5ccc(C(F)(F)F)cc5)c4)CC3)C2)cc1,1,training
157,CCN(CC(=O)NC1CC1)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,0,training
158,COCCN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,1,test
159,CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,0,training
160,COc1ncc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1F,0,valid
161,CCc1cc(C(=O)NC[C@H](C)N(CC)CC)cc(-c2cnn3ccc(-c4cccs4)nc23)n1,1,training
162,CS(=O)(=O)OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,1,training
163,CC(C)(C)NC(=O)NCCN1CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)CC1,1,training
164,COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc3ccoc23)cc(OC)n1,0,test
165,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0,training
166,CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,1,training
167,C[C@@H]1NC(c2cc(C#N)ccn2)=N[C@]1(c1ccc(F)cc1)c1ccc(F)nc1,0,training
168,CS(=O)(=O)c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,1,training
169,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C#N)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1,test
170,O=C1CCc2ccc(F)cc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,1,training
171,Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1,1,training
172,CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)N(C)C)c2cn[nH]c2c1,0,valid
173,Cn1cc(-c2cc3nccnc3c(NCC3CNCC(F)(F)C3)n2)cn1,0,training
174,Cn1cc(-c2cnc3ccc4ccc(NS(N)(=O)=O)cc4c(=O)c3c2)cn1,1,valid
175,N=C(N)NC[C@H](Oc1noc2ccc(-c3ccccc3Cl)cc12)c1ccccc1,1,training
176,C[C@@H](CO)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(F)cn1,0,training
177,Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1,0,training
178,c1ccc2c(c1)CC(CN1CCC3(CCc4ccccc43)CC1)CO2,1,valid
179,COc1cc(CN2CCOCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,1,training
180,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)cc4)C3)o2)cc1,0,training
181,COc1ccc(CC[N+](C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,1,training
182,O=c1cc(OCc2ccc(F)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1,1,training
183,O=C(NCc1nc2ccccc2[nH]1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,0,training
184,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCCC(F)(F)C(=O)O)nc56)(CC3)OC4)nc2N1,0,training
185,CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,1,training
186,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,0,training
187,CCS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0,training
188,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3ccc(F)cc3)(CC1)CO2,1,training
189,O=C(C1CC12CCN(C1CCOCC1)CC2)N1CCN(C2CCCC2)CC1,0,training
190,CC(C)CN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,1,training
191,CNC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,1,training
192,C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)CC3CCOCC3)cc2)cc1,1,training
193,CC1(C)[C@@H]2CC[C@]13CCN(CCN1CCN(c4cccc(Cl)c4)C1=O)C3C2,1,training
194,CCCCC[C@@H](Cc1ccc(C(=O)NCCC(=O)O)cc1)C(=O)c1cc2cc(Cl)ccc2n1-c1cccc(C(F)(F)F)c1,1,training
195,CCCOc1cccc(-n2cc3nc(-c4cccnc4C)n(C[C@H]4CCCN(C[C@H]5CCCO5)C4)c(=O)c3n2)c1,1,training
196,COc1ccc(-c2nnc(SCCCN3CCc4ccc(-c5cc(C)on5)cc4CC3)n2C)cn1,1,training
197,CC(C)c1ccc(S(=O)(=O)Nc2ccc(C34CNCC3C4)cc2)cc1,1,training
198,Cc1cc2[nH]c(C3CCN(CCn4c(=O)ccc5ncc(F)cc54)CC3)nc2cc1Cl,1,training
199,O=C1CCc2cc(C(O)CN3CCC(O)(c4cccc(F)c4)CC3)ccc2N1,0,training
200,N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CNCCCO3)cc2)cc1,0,test
201,CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2CCc1c[nH]c2ccccc12,0,training
202,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2ccc(C#N)cc21,1,training
203,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,1,training
204,C[C@@H]1CN(CC2(C(N)=O)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,0,training
205,CCC(CC)N[C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0,training
206,O=C(Nc1ccc(F)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,0,training
207,N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1Br,1,training
208,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,1,valid
209,COc1cccc(CN2CCC(C#N)(CNC(=O)c3cc(CC(C)C)n(-c4ccccc4)n3)CC2)c1,1,training
210,COc1ncc(-c2cccc(F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,1,training
211,Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,0,training
212,OC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,0,training
213,CNC(=O)c1ccc(Nc2nc(OC3CCCC3)c3c(-c4ccc5nc(C)oc5c4)c[nH]c3n2)c(OC)c1,0,training
214,O=S1(=O)CCCN1CCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,0,training
215,CN1CCOc2c1cnn1c(-c3ccc4c(F)c(F)cc(NCC5(F)CCNCC5)c4n3)nnc21,0,training
216,Cc1ccc2[nH]c(C(=O)N[C@H]3Cc4ccccc4[C@H]3NC(=O)CCN(C)C)cc2c1,0,training
217,Cc1ccc(Cn2cnc(=O)c3cc(Oc4ncccc4C(F)(F)F)ccc32)cc1,0,training
218,CC1(C)CC(Cc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,0,training
219,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NCC4CN(c5ccc(Cl)cn5)C(=O)O4)cc3)oc12,0,training
220,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cncc(F)c4)cc23)CC[C@]1(C)N,1,test
221,[NH3+][C@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1cccc(O)c1)C1CC1,1,training
