,smiles,hERG,group
18,CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3cccc(C(F)(F)F)c3)CC1=O)C2,1,training
19,N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4c(F)cccc4F)CC3)CC2)cc1,1,training
20,CC(C)(C)c1cc(C(=O)NC[C@H]2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,1,training
21,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1,0,training
22,C[NH2+]CC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1,training
23,Cc1[nH]nc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)c1C,1,valid
24,C[C@@H]1CCCN1CCN1CCc2cc(-c3ccc(C#N)cc3)ccc2C1=O,1,training
25,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,1,training
26,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12,1,valid
27,c1cnc2c(NC[C@H]3CCCNC3)nc(-c3cn[nH]c3)cc2n1,0,valid
28,N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1,1,training
29,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,0,training
30,C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCCC3CCOCC3)C[C@@H]21,1,training
31,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6nc(C)sc6c5CC4)n3C)cccc2n1,1,training
32,CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccccc3C(N)=O)C(F)(F)F)[nH]c2cn1,0,training
33,CO[C@H](C[C@H](CCCCNCc1ccc(F)cc1)C(=O)NO)c1ccc(F)cc1,1,training
34,C[N+](C)CCOC(c1ccccc1)c1ccccc1,0,training
35,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cncnc2)c1,1,training
36,NC[C@]1(c2cccc(Cl)c2)CC[C@H](n2nc(-c3cccnc3)ccc2=O)CC1,1,training
37,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@](O)(c3ccc4c(c3)OCO4)CC2)C1,0,valid
38,Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5cc(Cl)ccc54)C3)n2C)s1,1,training
39,C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2ccn(C)n2)c1,0,training
40,C[C@@H]1OCC2(CCN(c3nc(N)c(Sc4ccnc(C5CC5)c4Cl)c(=O)n3C)CC2)[C@@H]1N,1,training
41,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@H]2C[C@H]2F)c1=O,0,training
42,Fc1cc(C(Oc2ccccc2)C2CNC2)ccc1Cl,1,training
43,CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,0,training
44,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn(C)c3C(=O)NOC(C)(C)C)cc2)[nH]n1,0,training
45,c1ccc2c3c([nH]c2c1)[C@@H](C1CCOCC1)N[C@@H](c1nc(-c2csc4ccccc24)c[nH]1)C3,1,training
46,N#Cc1ccc(NC(=O)[C@H](CN2CC(O)C2)Oc2ncnc3c2cnn3-c2c(Cl)cccc2Cl)nc1,1,test
47,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CC2CCN(C(=O)CC(C)C)CC2)C[C@H]1OC,1,training
48,CCCCS(=O)(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1,0,training
49,CN1CCN(C(=O)c2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,1,training
50,CCCCCCCCn1c(NC2CCN(CCc3ccc(OC)cc3)CC2)nc2ccccc21,1,training
51,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(Cl)c(F)c2)[C@@H]3C)n1,0,training
52,Nc1nc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2s1,0,training
53,CCc1nn(C)c2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,1,training
54,O=C1CN(CCc2ccc(F)cc2)CCN1[C@H]1CCc2cc(CN3CCC(C(F)(F)F)CC3)ccc2C1,1,training
55,Cc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,1,test
56,c1ccc(C[NH+]2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,1,training
57,Cc1c([C@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O,0,training
58,C[C@H]1CN(C(=O)c2ccnc(Nc3nc4cnc(Nc5ccc(F)c(C(F)(F)F)c5)cc4[nH]3)c2)C[C@@H](C)O1,1,training
59,OCCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,0,training
60,Nc1n[nH]c(N2CCC(N(CCO)CCc3ccc(Cl)cc3)CC2)n1,1,training
61,COc1cc(OC)c2nccc(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,valid
62,O=C(Cn1cc(Nc2ncnc3cc(OCCCN4CCC[C@@H]4CO)ccc23)cn1)Nc1cccc(F)c1F,0,training
63,O=C(CCCc1c[nH]nn1)NC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1,0,training
64,C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)NC3CCOCC3)cc2)cc1,0,test
65,CC(C)N1CCN(C(=O)c2ccc(CN3CCC(F)CC3)cc2)CC1,0,training
66,CCNC1=N[C@H]2[C@H](O[C@H](CF)[C@@H](O)[C@@H]2O)S1,0,test
67,COc1cccc2c1nc(N)n1nc(CN3CCN(c4ncccn4)C[C@H]3C)nc21,0,training
68,COc1ccccc1N1CCN(CCCCOc2ccc3c(C)cc(=O)oc3c2)CC1,1,training
69,NC(C(=O)N[C@@](Cc1ccccc1)(c1cc(F)cc(OC(F)(F)C(F)F)c1)c1ccc(Cl)cn1)C(O)(C(F)(F)F)C(F)(F)F,0,test
70,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccccc2)c2ccc(F)cc2)CC1,1,training
71,Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4cccc(F)c4-n4nccn4)C[C@H]3C2)n1,1,test
72,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1,1,training
73,OC(c1cccnc1-c1ccccc1Cl)C(c1cccnc1)c1cccnc1,0,training
74,O=C(Nc1ccc(F)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1ccccc1Cl,0,training
75,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,1,training
76,COc1ccccc1-n1nc(C2CC(C)(C)OC(C)(C)C2)cc1-c1ccc(Cl)cc1,0,training
77,CC(C)(O)[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,0,training
78,CSc1ccccc1C(=O)N(C1CCCCC1)[C@H]1CCNC1,1,valid
79,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CC[C@H](O)C2)c(-c2cncnc2)c1,1,training
80,CN1CCOc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc21,0,test
81,CC1(C)Oc2ccc(Br)cc2C2(CSC(N)=N2)C12COC2,0,training
82,CN(C)CCCNC(=O)c1ccc(Cn2c(Cc3c(Cl)cccc3Cl)nc3ccccc32)cc1,1,test
83,CCCN1CCC[C@@H](c2cccc(O)c2)C1,1,training
84,CC(C)n1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N,0,training
85,N#Cc1ccc2cc1Oc1ccc3c(c1)[C@@H](CCO3)N1CC[C@@H](NCc3cncn3C2)C1=O,1,training
86,COc1cccc2c(=O)n(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)c(C)nc12,0,valid
87,O=C(NCc1ccc(C(F)(F)F)cc1)N1CCC[C@H]1CN1CCCC1,0,training
88,COc1cc(/C=C2\CCCN3C2=NOC3(C)c2ccc(F)cc2)ccc1-n1cnc(C)c1,1,training
89,CC(C)(C)NC(=O)NCCN1CCC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,1,valid
90,Nc1nc2ccc(SCc3ccc(Cl)c(Cl)c3)cc2s1,0,valid
91,O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0,training
92,COc1ccc(N/N=C/c2ccc(-c3cccc(/C=N/Nc4ccc(OC)cc4)c3)cc2)cc1,0,training
93,Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,0,training
94,CCOC(=O)C1CCN(CCCCOc2ccc(S(N)(=O)=O)cc2)CC1,0,training
95,CN1C[C@@H](c2ccc(-c3ccc4c(c3)OC[C@H]3[C@H](CO)OC(=O)N43)cn2)OC1=O,0,training
96,C[C@@H]1CCCN1CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)CC[C@H](C(=O)NCC3CC3)[C@@H]12,1,training
97,COc1cccc([C@H](c2cc3cc(Br)ccc3nc2OC)[C@@](O)(CCN(C)C)c2cc(SC)nc(SC)c2)c1F,0,training
98,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,1,training
99,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,1,valid
100,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,0,training
101,CCOC(=O)CCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1,valid
102,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0,training
103,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cn2)CC1)C(F)(F)F,0,test
104,CC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,0,training
105,CN1CCN(Cc2ccc3nc(Nc4ccc(C(F)(F)F)cn4)[nH]c3c2)CC1,0,training
106,CC(C)c1nc(Nc2cc(N[C@@H]3CCOC[C@@H]3N)nnc2C(N)=O)ccc1F,1,training
107,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(OC(F)(F)F)c3)C2=O)[C@H](CS(C)(=O)=O)C1,0,training
108,Cc1nc2ccc(Cl)cc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,1,valid
109,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1C1CC1,1,training
110,CC(C)(C)C(O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1,training
111,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,0,training
112,Nc1nc2ccc(C(=O)N(CCO)Cc3ccccc3)cc2s1,0,training
113,C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)n1ncccc1=O,0,training
114,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@@H]2C[C@@H]2F)c1=O,1,test
115,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1,1,training
116,CN1CCN(c2ccccc2CNC(=O)c2ccc(F)c(NC(=O)c3cnc4cc(-c5ccnn5C)ccn34)c2)CC1,1,training
117,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCCN(C)CC1,1,training
118,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,0,test
119,O=C(CCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,1,training
120,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc4c(cn3)OCCS4(=O)=O)(CC1)CO2,0,training
121,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,1,training
122,O=C(c1ccccc1C1CCCC1)N(CC1CCC1)[C@H]1CCNC1,1,valid
123,CCN1C[C@@H]2C[C@@H](NC3CCOCC3OC)C[C@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0,training
124,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,1,valid
125,COc1ccc2c(=O)c(O)c(-c3ccc4c(c3)OCO4)oc2c1,0,test
126,Cn1c(SCCCN2CC3CCN(c4ccc(C#N)cc4)C3C2)nnc1-c1cnccn1,1,training
127,OCC[C@]1(c2cc3ccccc3o2)CCCNC1,0,training
128,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1cnc[nH]1,0,training
129,O=C(NCC1CCCO1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,0,test
130,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0,test
131,CCS(=O)(=O)C[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1N1CC[C@H](NC(=O)c2cccc(C(F)(F)F)c2)C1=O,0,training
132,C[C@]12CCCC[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1,1,valid
133,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccc(F)cc3C(F)(F)F)C2)n1C,1,training
134,Cc1c(C(C)CN2CCN(C(=O)Cc3ccc(-n4cnnn4)nc3)CC2)ccc2c1COC2=O,0,valid
135,COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCN(C)CC1,1,training
136,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21CC(F)(F)C1,0,valid
137,COc1ccc2nccc(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,1,valid
138,CC(=O)Nc1ccc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)cn1,1,training
139,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,training
140,CCN(CC)C(=O)c1cc(C2=CC3(CCNCC3)Oc3ccccc32)cs1,1,training
141,O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3nnc[nH]3)cc(C(F)(F)F)c2)CC1,1,training
142,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cncnc4)cc23)CC[C@]1(C)N,1,training
143,C[C@@]1(c2cc(CNCC(F)F)c(F)cc2F)CCSC(N)=N1,0,test
144,c1ccc2c(c1)CC(CN1CCC3(CCc4ccccc43)CC1)CO2,1,test
145,COc1cc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)ccn1,1,training
146,CN1CCN(CCCNc2nnc(-c3ccc(NC(=O)c4ccccc4F)cc3)o2)CC1,0,training
147,O=C1C(COCc2ccccc2)OC2(CCN(CCc3ccccc3)CC2)CN1c1ccccc1,1,valid
148,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1,training
149,NC1=NC2(CO1)c1cc(-c3cccnc3)ccc1OC1(CCC1)C21COC1,0,training
150,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(OCCN2CCCC2)cc1,0,training
151,CCN[C@H]1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)C1,1,test
152,CCCCNc1nc(N)nc2c1CN(C(=O)c1cccs1)CC2,1,training
153,CCOC(=O)C1=C(CN2CCOCC2CC(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Br,0,training
154,CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,1,training
155,COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(CC2CCOCC2)CC4(F)F)cc1,1,test
156,N#Cc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cc1,1,training
157,CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c(C)n2)CC1,1,test
158,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0,training
159,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCC(CO)CO)nc56)(CC3)OC4)nc2N1,0,valid
160,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1,1,training
161,Cc1cc(S(=O)(=O)Nc2ccncn2)c(F)cc1O[C@H]1CCC[C@@H]1c1ccnn1C,0,training
162,O=C(c1nnc(-c2ccccc2)o1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,0,training
163,N[C@H]1CN(C(=O)c2cnc3ccccc3n2)CC1C(=O)N1CCCC1,0,training
164,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@H](c3ccccc3)CC2)C1,1,test
165,O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCC[C@@H]1C[C@@H](NCC1CCOCC1)C2,0,training
166,O=C(NC1CCCCC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,1,training
167,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1,0,training
168,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)c(F)c2)CC1,1,test
169,O=C(O)[C@@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,0,training
170,CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1N=CCC1c1ccccc1,0,training
171,Cn1cc2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc4cc[nH]c(=O)c34)cccc2n1,0,training
172,CNCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,1,valid
173,N#Cc1ccc(O[C@@H]2[C@@H]3CC(=O)[C@@H]3C[C@H]2N2CCC[C@@H](N)C2)cc1,0,training
174,CNCCC=C1c2ccccc2CCc2ccccc21,0,valid
175,Cc1ncoc1-c1nnc(SCCCN2CC3CN(c4ccc(C(F)(F)F)cc4)C3C2)n1C,1,training
176,COc1ccc2ncc(F)c([C@@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1,training
177,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cc(C(F)(F)F)cnc56)(CC3)OC4)nc2N1,1,training
178,Cc1c([C@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)nc4)C[C@H]3CO2)ccc(F)c1C#N,0,test
179,CC(C)(C)NC(=O)NCCN1CCCC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,1,training
180,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccc(OC)cc2)CC1,1,training
181,CCCCN(CC)CCCCCc1ccc(Cl)cc1,1,training
182,CCCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,0,training
183,Cn1c(C#N)ccc1-c1ccc(O)cc1F,0,training
184,COc1cc(-c2cn(C3(C)CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,1,training
185,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccccc4Cl)oc3C)c2)cc1,0,valid
186,CN(C)Cc1ccc2c(c1)CCN(C(=O)c1cc3cc(Br)ncc3n1C)C2,0,training
187,CN1C(CC(O)c2ccccc2)CCCC1CC(O)c1ccccc1,1,test
188,Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCCCC1)c1cccs1,1,training
189,CCO[C@H]1COCC[C@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,1,training
190,O=C(NC1CC1c1ccccc1)N1CCC(c2nnco2)CC1,0,training
191,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,1,training
192,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn4c3C(=O)NCC4)cc2)n[nH]1,0,training
193,CCOc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc(C)c2F)cc(OCC)n1,0,valid
194,Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,1,training
195,CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2cccc(F)c2)CC1,1,training
196,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,0,training
197,CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1,1,training
198,Cc1ccc(CCN2CC[C@H](CNC(=O)c3cc(C(C)C)no3)C2)cc1C(F)(F)F,1,training
199,O=c1c2cc(Cc3cccnc3)c3ccccc3c2ncn1[C@H]1CCCC[C@@H]1O,0,training
200,COC1COCCC1N[C@@H]1C[C@H]2CN(C(=O)OCCN3CCCC3)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,0,training
201,COc1cc(/C=C/c2nc3cc(S(C)(=O)=O)ccc3c(=O)[nH]2)ccc1-n1cnc(C)c1,0,test
202,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)cc1-c1ccc(C(F)(F)F)nc1,0,test
203,COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(C#N)ccc3nc2OC)c2cccc3c2OCO3)cc(OC)n1,1,training
204,O=C1OCc2cc(C3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)cc5)CC4CO3)ccc21,0,training
205,c1ccc(-c2cc3c(ccn4cnnc34)nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1,0,training
206,CC(C)(O)Cn1nc(-c2ccc3nc(OC4CC4)ccc3c2)c2c(N)ncnc21,0,training
207,CC(=O)N[C@H]1CC[C@H]([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,0,training
208,CC1CN(CC(=O)N[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)S(=O)(=O)N(c2c(Cl)cc(Cl)cc2Cl)C1,0,training
209,CC(C)(C)OC(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1,0,training
210,O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCOCC1)C2,0,valid
211,O=C(CCc1cccnc1)N[C@H]1CC[C@H](c2ccc(O)cc2)CC1,0,training
212,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,1,training
213,CCO/N=C/c1ccc(OCCC(C)CCN2CCN(c3ccnc(N)c3)C2=O)cc1,1,training
214,CC(C)(CN1CCC(=C2c3ccc(F)cc3COc3ccccc32)CC1)C(=O)O,1,valid
215,COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(N)=N2)cc1,0,training
216,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,1,training
217,O=C(N[C@@H]1COc2cccc(-c3ccnc(CO)c3)c2C1)c1ccc(OCC(F)(F)F)nc1,0,training
218,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,0,training
219,N#C[C@H](Cc1ccc(-c2ccc3oc(=O)n(CC(F)F)c3c2)cc1)NC(=O)[C@@H]1CNCCCO1,0,training
220,O=C(Nc1ccc(-c2nnc(NCCCN3CCC(F)CC3)o2)cc1)c1ccccc1F,1,valid
221,CCOC(=O)C1=C(CN2CCOCC2)NC(n2cncn2)=NC1c1ccc(F)cc1Br,1,training
222,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,0,training
223,CCCCCCCN(CC)CCCCCc1ccc(Cl)cc1,1,training
