,Unnamed: 0,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,group
11,4645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21376,CCCCCCCCCCCCCN1CC(C)OC(C)C1,valid
12,1899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6513,O=C1NC(=O)C2CC=CCC12,training
13,6055,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22448,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,training
14,4331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29273,CCCCCCCCCCCCCCCCI,training
15,4398,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,TOX26845,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,training
16,4420,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9698,O=S(=O)([O-])OOS(=O)(=O)[O-],test
17,1784,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14227,CCC(C)OC(=O)N1CCCCC1CCO,training
18,1314,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,TOX26743,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,training
19,5787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5094,COCCOC(=O)c1ccccc1C(=O)OCCOC,training
20,1847,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21256,OCCCCCO,test
21,2957,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX28963,c1ccc(C(O[C@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,test
22,5166,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14877,Cc1cc(C)nc(Nc2ccccc2)n1,training
23,1180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX622,[Fe+3],training
24,6749,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX28827,NC1(c2ccccc2)CCCCC1,training
25,3681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4864,CC=CC=O,training
26,4429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7312,CC(O)COc1ccccc1,training
27,1768,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24396,COCCOCCOCCOCCOC,training
28,4020,,,,,,,,0.0,,0.0,,,TOX27778,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,training
29,5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1286,c1ccc(C2CO2)cc1,training
30,386,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26714,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,training
31,1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24353,CCOC(=O)Cc1ccccc1,training
32,3668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24733,O=C([O-])c1cccc([N+](=O)[O-])c1,training
33,5071,,,,,,,,0.0,,0.0,,,TOX31512,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,test
34,4759,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7797,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,training
35,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3936,CCSC(=O)N(CC(C)C)CC(C)C,training
36,6137,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,TOX26307,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,training
37,1600,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX28600,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,training
38,1038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24804,CC(=O)NCCO,training
39,6288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21638,OCCCc1ccccc1,training
40,626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28525,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,valid
41,2961,0.0,,1.0,,,0.0,0.0,0.0,0.0,1.0,,0.0,TOX6018,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,training
42,5677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27562,C/C=C(\C)C(=O)OCC/C=C\CC,training
43,1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26260,O=C1CC[C@@H](C(=O)O)N1,training
44,4501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24471,COC(=O)c1cccnc1,training
45,6899,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,,0.0,,TOX22243,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O,training
46,6169,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,TOX4209,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,training
47,3114,0.0,,,,,,,,1.0,,1.0,,TOX28626,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,test
48,6751,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4977,O=C(O)c1ccc(Cl)cc1Cl,training
49,4179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1672,N#CC(Cl)(Cl)Cl,training
50,3546,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1126,c1ccc2c(c1)Nc1ccccc1S2,training
51,1538,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,TOX28150,Cc1occc1C(=O)Nc1ccc(C(=O)N2CCC(F)(F)/C(=C\C(=O)N3CCC(N4CCCCC4)CC3)c3ccccc32)cc1.Cc1occc1C(=O)Nc1ccc(C(=O)N2CCC(F)(F)/C(=C\C(=O)N3CCC(N4CCCCC4)CC3)c3ccccc32)cc1,training
52,1613,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX3316,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,valid
53,4320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28555,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,training
54,6341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25813,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,training
55,7272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX5804,C=CCCCCCC,training
56,7026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX5111,CCC(C)(C)C,test
57,1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX25556,CCN(CC)CCc1nc(-c2ccccc2)no1.O=C(O)CC(O)(CC(=O)O)C(=O)O,training
58,3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4376,CCCSC(=O)N(CCC)CCC,training
59,2284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6515,O=C1OC(=O)C2CCCCC12,training
60,745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX3426,CCC(=O)c1ccc(O)cc1,training
61,3719,0.0,0.0,0.0,1.0,,,0.0,1.0,,0.0,,,TOX27931,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,training
62,5899,0.0,0.0,1.0,,,1.0,0.0,,0.0,0.0,0.0,0.0,TOX1344,Nc1ccc(Sc2ccc(N)cc2)cc1,valid
63,995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1869,Cc1ccc(O)cc1,training
64,454,,,,,,,,0.0,,0.0,,,TOX31271,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,training
65,6618,0.0,,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,TOX3201,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,training
66,409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26391,CC(=O)Nc1ncc([N+](=O)[O-])s1,training
67,7269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6710,COc1ccc(C)cc1,training
68,7074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24378,CCCCC(CC)COC(=O)CC#N,training
69,196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21889,O=[PH](Oc1ccccc1)Oc1ccccc1,training
70,2459,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX4030,Cl/C=C\Cl,training
71,459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1487,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,training
72,7575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX260,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,training
73,629,0.0,,1.0,,,0.0,,0.0,1.0,0.0,1.0,,TOX26450,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,training
74,991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX7652,C=CC(=O)[O-],training
75,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX27825,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,training
76,6148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX286,Cc1ccc(N)cc1Cl,training
77,6006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3721,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,training
78,3743,0.0,,0.0,,1.0,,1.0,,0.0,,,1.0,TOX29080,Brc1c2ccccc2cc2ccccc12,training
79,3516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25652,CC(C)NCC(O)c1ccc(N)c(C#N)c1,test
80,7067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7218,CCc1cccc(CC)c1N,training
81,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1605,O=C(O)CCCCC(=O)O,training
82,5096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26739,NCCNC(=O)c1ccc(Cl)cn1,training
83,4008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX350,COc1ccc(C)cc1N,training
84,6453,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,TOX27362,CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N,training
85,3221,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,1.0,,TOX3817,C(=NC1CCCCC1)=NC1CCCCC1,test
86,2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21246,OCCCO,training
87,938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX17250,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,training
88,1479,,,,,,,,0.0,,0.0,,,TOX28570,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,test
89,7420,0.0,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,TOX2143,C=CC(=O)OCC(C)O,training
90,2420,0.0,1.0,,,1.0,1.0,1.0,1.0,0.0,,,1.0,TOX1680,O=C(CCl)C(Cl)Cl,training
91,4344,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX484,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,training
92,4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TOX24616,CCCC[P+](CCCC)(CCCC)CCCC,training
93,1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX29361,O=[Zr](Cl)Cl,training
94,3485,,,,,,,,0.0,,0.0,,,TOX26041,CC(=O)Oc1cccc(C)c1,training
95,7233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7397,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,training
96,6198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21299,CCCCCCC1(C)CCC(=O)O1,training
97,6032,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,TOX28166,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,training
98,1293,0.0,,,,,,,,0.0,,1.0,1.0,TOX29065,N#Cc1c2ccccc2cc2ccccc12,training
99,4584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28913,O=C(OCCO)c1ccccc1O,training
100,4260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4508,Nc1nccs1,valid
101,2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24413,CCN1CCCC1=O,training
102,2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7427,CN(C)CCOCCO,training
103,4872,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21573,CCOC(=O)CP(=O)(OCC)OCC,training
104,6184,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,,TOX2959,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],training
105,2984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX1241,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,training
106,7552,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,TOX6572,CC(C)(C)NSc1nc2ccccc2s1,test
107,4926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26824,C[Se]CC[C@H](N)C(=O)O,training
108,7228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29290,CCCOC(=O)C(C)O,training
109,4175,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,,TOX6207,Oc1ccc(Cl)c(Cl)c1Cl,training
110,847,,,,,,,,,,0.0,,,TOX26422,N[C@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,training
111,5143,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX24223,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,training
112,7155,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,TOX4521,CCC(C)(C)OC,training
113,7334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX443,CCCCOC(=O)COc1ccc(Cl)cc1Cl,training
114,694,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX22089,CCCCCCCCCCCCSC#N,training
115,691,,,,,,,,0.0,,0.0,,,TOX31402,CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1,test
116,2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22491,CCCCC[Si](OCC)(OCC)OCC,test
117,3144,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,TOX28856,CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C,training
118,1616,0.0,1.0,,,0.0,0.0,,0.0,0.0,1.0,,,TOX1907,N#CCC#N,valid
119,2164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22507,NC(=O)Nc1ccccc1,training
120,3511,0.0,,1.0,,1.0,,,,1.0,,0.0,1.0,TOX1373,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,valid
121,1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26188,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,training
122,7331,,,,,,,,0.0,,0.0,,,TOX31505,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,training
123,1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX8726,CCCCCCCCCCCCCCOS(=O)(=O)[O-],training
124,4563,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX28803,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]13,training
125,2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX4683,CCCCOC(=O)c1ccccc1N,training
126,3193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6448,CCC(CO)(CO)CO,training
127,5519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21925,CCSC(=O)N(CC)CC,training
128,2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX26411,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,valid
129,6468,0.0,0.0,0.0,0.0,,0.0,,,0.0,,1.0,,TOX20758,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,training
130,2477,0.0,0.0,,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,TOX3170,CC(C)COC(=O)c1ccc(N)cc1,training
131,7753,0.0,0.0,,,0.0,0.0,,0.0,,1.0,,,TOX28579,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,training
132,5269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX607,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,training
133,5793,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX8683,CC(C)CCCO,training
134,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24362,O=C1CCCC(=O)O1,test
135,1524,,,0.0,,,0.0,,,,,1.0,1.0,TOX3196,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,training
136,591,0.0,,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,TOX5231,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,test
137,5380,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX921,Nc1ccc2ccccc2c1,training
138,936,0.0,1.0,,1.0,1.0,,,,,,1.0,1.0,TOX26658,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,training
139,2742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9287,C[N+]1([O-])CCOCC1,valid
140,4935,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,TOX7781,O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N(CCO)CCO)n2)cc1,training
141,6206,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2667,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,training
142,3643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX348,O=c1ccc2ccccc2o1,training
143,2713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22210,CN1CCCC1,training
144,5608,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX27622,O=C1CCCCCCCCCCCCCCCO1,training
145,2138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21464,N#CCCNCCC#N,valid
146,7532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24756,CC1=CC[C@H](CC=O)C1(C)C,training
147,5644,,,,,,,,0.0,,0.0,,,TOX3472,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,training
148,4318,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27149,CC(C)C1CCC(O)CC1,training
149,2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28785,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,training
150,7634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24933,O=C=NCC1CCCC(CN=C=O)C1,training
151,3481,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,TOX2413,CC=Cc1ccc(O)c(OC)c1,training
152,2159,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25946,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,valid
