,smiles,Mutagenicity,group
63,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,0,training
64,OC1c2cccc3ccc4c5ccccc5cc(c4c23)C1O,1,training
65,O=[N+]([O-])c1cccc2c1c([N+](=O)[O-])cc1cccc([N+](=O)[O-])c12,1,training
66,Cc1cc(C)c2nsnc2c1[N+](=O)[O-],1,training
67,CCOP(O)(=NC(C)C)Oc1ccc(SC)c(C)c1,0,test
68,CCNC(=O)Nc1ncc([N+](=O)[O-])s1,1,training
69,O=C(CCl)Nc1snc2ccccc12,1,training
70,CCc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,1,training
71,CC/C=C/C=O,1,training
72,COc1ccc(C=O)cc1,0,training
73,O=Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,0,test
74,Nc1cccc2ccc3ccccc3c12,0,training
75,O=C(OCc1ccccc1[N+](=O)[O-])c1ccccc1,0,training
76,OC1C=Cc2c(ccc3c(Cl)c4ccccc4cc23)C1O,1,training
77,CON(C)C(=O)Nc1ccc(Br)cc1,0,training
78,C=CS(C)(=O)=O,0,test
79,Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1,training
80,Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,1,training
81,CCc1cccc(C)c1N,1,test
82,COC(=O)C(Cl)Cl,1,training
83,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,1,training
84,O=C(c1ccccc1)C1OC1c1ccc([N+](=O)[O-])cc1,0,test
85,O=[N+]([O-])c1ccc2c(Cl)nsc2c1,1,training
86,O=NN1CC(=O)NC1=O,1,training
87,CCC(CO)NCCNC(CC)CO,0,training
88,COc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,1,training
89,CC1CN(N=O)CCN1N=O,1,training
90,O=NN1CCC(O)C1,1,valid
91,C[N+](C)(C)CCO,0,test
92,CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,0,training
93,[O-][NH+](O)c1cccc(I)c1,0,training
94,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0,valid
95,O=[N+]([O-])c1ccc(/C=C/c2ccccc2)cc1,1,valid
96,Nc1ccc2[nH]c3ccccc3c2c1[N+](=O)[O-],1,training
97,C1CCCC1,0,training
98,O[C@@H]1[C@@H]2O[C@@H]2c2c(ccc3c2-c2cccc4cccc-3c24)[C@H]1O,1,training
99,CCOC(=O)c1c2c(nn[n+]1[O-])c1ccccc1n2C,1,training
100,CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,0,training
101,C[C@@H]1CCCCN1N=O,1,training
102,O=C1CCCO1,0,valid
103,CN(C)CCNC(=O)c1cccc2nc(-c3ccccc3)oc12,0,training
104,[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(Cc4ccccc4)CC3)c21,1,training
105,N#Cc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1,training
106,COc1cc([N+](=O)[O-])c2ncccc2c1,1,test
107,ClCc1cc2c3ccccc3cc3ccc4cccc1c4c32,1,training
108,C=C(C)[C@@H]1Cc2c(ccc3c2O[C@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0,training
109,O=[N+]([O-])c1cc2c(ccc3ccccc32)c2c1C=CC(O)C2O,1,training
110,OC[C@H](Cl)CCl,1,test
111,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,0,test
112,CC1(C)COC1=O,1,valid
113,C[C@@H]1CCc2c1ccc1c2ccc2ccccc21,1,test
114,NC(=S)NNC(N)=S,0,training
115,CCOCC,0,training
116,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl,1,training
117,O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2c1,1,valid
118,Nc1ccc2c(=O)[nH]sc2c1,0,training
119,CCCCN(CC[C@@H](C)O)N=O,1,training
120,C[C@@H]1O[C@@H]1C,1,valid
121,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,0,training
122,O=C(O)CCC(=O)Nc1cc(Cl)cc(Cl)c1,0,training
123,CNC(=O)ON(C(C)=O)C(=O)NC,1,training
124,CS(=O)(=O)n1ncc(Cl)c(Cl)c1=O,1,valid
125,C1COCCOCCOCCOCCOCCOCCO1,0,training
126,CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,0,training
127,Clc1cc2c3ccccc3ccc2c2ccccc12,1,valid
128,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,0,training
129,Cc1ccc(N=[N+]([O-])c2ccc(C)c(N)c2)cc1N,1,training
130,O=[N+]([O-])c1cc2c3ccccc3sc2c2ccccc12,1,training
131,CC(=O)Oc1ccc2c(c1)C1(C)OOC1(C)O2,1,training
132,O=C(Cl)c1ccc([NH+]([O-])O)cc1,1,training
133,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1,training
134,O=CNc1nc(-c2ccc([NH+]([O-])O)s2)cs1,1,training
135,CCCCN,0,training
136,S=C=NCCc1ccccc1,1,training
137,CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O,0,training
138,CN=NC(C)(C)OO,1,training
139,N=C(N)c1ccc2c(N)c(C(=N)N)[nH]c2c1,0,training
140,CCCCOCCOCCSC#N,0,training
141,O=[N+]([O-])c1ccc2ccc3ccccc3c2c1,1,test
142,NC(=O)c1cccnc1,0,training
143,COc1cc(CNC(=O)C(C)Br)ccc1O,1,valid
144,CCOC(=O)CNC(=O)C=[N+]=[N-],1,test
145,CNC1Cc2cccc3cccc(c23)C1,1,valid
146,O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,1,training
147,CC12CCNC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)/C=C/c3cccc(N(CCCl)CCCl)c3)CCC12,0,training
148,C=CC(OC(C)=O)c1ccc(OC)c2ccccc12,1,valid
149,CC(=O)Nc1ccc([C@H]2O[C@H]2C(=O)c2ccccc2)cc1,1,training
150,C1C[C@@H]2O[C@@H]2[C@H]1O[C@H]1CC[C@@H]2O[C@H]12,0,training
151,CC1CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(=O)C1=O,0,training
152,Cc1[nH]c2c(c3nc4ccccc4c1-3)C(=O)C(N1CC1)=CC2=O,1,training
153,COC(=O)c1ccccc1O,1,training
154,[O-][n+]1cc2ncccc2cn1,0,training
155,Nc1ccc2cccnc2c1,1,test
156,On1nnc2ccccc21,0,training
157,COc1ccc2cc(CCC(C)=O)ccc2c1,0,training
158,C1=CC2OC2c2c1cc1ccc3cccc4ccc2c1c34,1,training
159,Cc1c2ccccc2c(COS(=O)(=O)O)c2ccc3ccccc3c12,1,training
160,[O-][n+]1cccc2ccccc21,0,training
161,CC(=O)OCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C(Br)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,training
162,O=C1NC(=O)C(O)(O)C(=O)N1,0,training
163,c1ccc(CSSCc2ccccc2)cc1,1,training
164,Oc1ccc2ccccc2c1N=Nc1ccccc1,1,training
165,O=[N+]([O-])c1ccc(-c2ccccc2)cc1,1,training
166,CC(=O)CC(=O)/C=C/C(=O)O,0,training
167,Oc1ccc(-c2ccc(O)cc2)cc1,0,training
168,O=C(O)c1cc(I)cc2cccnc12,0,training
169,C=CCCC(C=O)CC,0,training
170,[N-]=[N+]=CC(=O)NCC(=O)NN,1,training
171,N#CCCC(Br)(C#N)CBr,0,training
172,O=C(O)/C=C(\Br)C(=O)c1ccccc1,1,training
173,O=C1OCC(CCl)=C1Cl,1,training
174,Cc1nnc(O)nc1O,0,training
175,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1,training
176,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1,training
177,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,0,training
178,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1,valid
179,CC(CCl)OC(C)CCl,1,training
180,CCC(CCOCN1C=CN(C)C1/C=N/O)[N+](=O)[O-],0,test
181,COc1ccc2c(c1)nc(N)n2C,1,training
182,CCCO,0,test
183,CCCCOCC1CO1,1,valid
184,O=[N+]([O-])c1ccccc1C(F)(F)F,0,training
185,C/C=C(/C)C#N,0,training
186,CC(I)C1OCC(CO)O1,1,training
187,COC(=O)Nc1nc2cc(/C(=N/O)c3ccc(F)cc3)ccc2[nH]1,1,training
188,CC(C)NCC(O)COc1cccc2c1OCC(O)C2,0,training
189,C=[N+]([O-])O,0,training
190,C=C(C)C(=O)OCC(C)(C)C,0,training
191,COC(=O)Nc1nc2cc(O)ccc2[nH]1,0,training
192,CN[N+](=O)[O-],0,test
193,O=C(O)/C=C/c1ccc(Cl)cc1,0,test
194,CCc1c2c(cc3ccccc13)-c1ccccc1C1OC21,1,training
195,O=C1OCC(Cl)=C1Cl,1,training
196,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,1,valid
197,c1ccc2c(c1)-c1cc3c(ccc4ccccc43)nc1C1OC21,1,training
198,O=CN(O)c1ccc(-c2ccccc2)cc1,1,training
199,OC1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0,valid
200,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1,valid
201,C/C=C/c1cccc(OC)c1OC,1,training
202,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0,training
203,Cc1ccc(N)c([N+](=O)[O-])c1,1,training
204,Cc1cc2c(c3ccc4ccccc4c13)CCC2=O,1,training
205,C1CC2OC2CCC2OC12,0,training
206,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,1,training
207,CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,1,training
208,Oc1cc(Cl)cc(Cl)c1Cl,0,training
209,C/C(C(=O)O)=C(/Cl)C(=O)O,0,training
210,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,0,valid
211,CN(CCCCO)N=O,1,test
212,C/C=C/c1ccc2c(c1)OCO2,0,training
213,Cc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,1,training
214,COC1=CC=CC=CC1,1,training
215,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,1,training
216,C=C(C)C1CCC(=C)C2C3=C(CC(C)(O)C3=O)C(=O)C(C)=CC12,0,test
217,C=CCNC(N)=S,0,valid
218,Br/C=C/Br,1,test
219,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,1,training
220,Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,1,training
221,COc1cc(/C=C/C(=O)O)ccc1O,0,test
222,ONc1ccc2c(c1)Cc1ccccc1-2,1,training
223,CC(C)(C)OC[C@H]1CO1,1,training
224,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0,training
225,C=CC(=O)OCCCCCC,0,training
226,CCCC(=O)OCCC(C)C,0,training
227,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0,training
228,Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,0,valid
229,OP1(N(CCCl)CCCl)=NCCCO1,1,training
230,OCCI,1,training
231,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0,training
232,O=S(=O)(O)Oc1c2ccccc2c2ccc3cccc4ccc1c2c43,0,test
233,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,0,training
234,O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)[C@@H]1O[C@H]21,1,training
235,C=C(C)C(C)Cl,1,test
236,CCCC[C@H](C=O)CC,0,training
237,N=c1[nH]c2ccc([NH+]([O-])O)cc2s1,1,test
238,CC1=C(O)C(=O)CC1,0,training
239,CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1ccccc12,1,training
240,CC1CN(N=O)CC(C)N1N=O,1,training
241,Cc1ncc([N+](=O)[O-])n1C,1,training
242,O=C(NO)c1ccccc1,1,training
243,O=[N+]([O-])c1cccc2c1cc([N+](=O)[O-])c1cccc([N+](=O)[O-])c12,1,training
244,c1ccc(C2NC2c2ccccc2)cc1,1,training
245,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccc(O)cc3)c(F)c21,1,training
246,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,training
247,O=C(c1ccccc1)C1OC1c1ccccc1,1,training
248,Cc1c(-c2cnccn2)ssc1=S,0,training
249,[O-][NH+](O)c1cc([NH+]([O-])O)c2ccccc2c1,1,training
250,N/C(=N\O)c1ccccc1,1,valid
251,CC[C@@H](Cl)[N+](=O)[O-],1,training
252,O[C@@H]1C=Cc2c(ccc3c2ccc2ccccc23)[C@H]1O,1,training
253,O=[N+]([O-])c1ccc2c(c1)Cc1cccc([N+](=O)[O-])c1-2,1,training
254,CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Cl,0,training
255,NC(=O)c1ccccc1[NH+]([O-])O,1,valid
256,O=[N+]([O-])c1ccc2c(O)nnc(O)c2c1,1,training
257,CC1CC(=O)O1,1,training
258,C[N+]1(Cl)C=C(C(=O)O)C=C[CH-]1,0,training
259,Cc1cc2c(c3cc4ccccc4cc13)C=CC(O)C2O,1,training
260,Cc1ccc([C@@H]2CO2)cc1,1,training
261,O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,1,training
262,OC1c2ccccc2-c2ccc3ccccc3c2C1O,0,training
263,NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,1,training
264,COc1cccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1,1,training
265,Cc1c(C)c2c(N)c3ccccc3nc2c2ccccc12,1,training
266,COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)OC,1,valid
267,[O-][n+]1cc2ccncc2cn1,0,valid
268,OC1C=CC2=C(c3cccc4cccc2c34)C1O,1,training
269,O=[N+]([O-])c1cc(-c2cccc([N+](=O)[O-])c2O)ccc1O,0,training
270,N=c1ccn2c(n1)OC1C(O)C(CO)OC12,0,training
271,COc1cc(C2Oc3cc(O)cc(O)c3C(=O)C2=O)ccc1O,0,training
272,CC[N+](CC)=c1ccc2nc3c(cc(N)c4ccccc43)oc-2c1,1,training
273,CC(=O)CC(=O)Nc1ccccc1,0,training
274,O=[N+]([O-])c1ccc(C=Cc2ccc(Cl)cc2)cc1,1,test
275,C[C@@H](O)[C@@H](N)[C@H](O)[C@H](O)C=O,0,training
276,Fc1ccc2ncccc2c1,1,valid
277,CC(C)(C)c1ccc(-c2ccc(NO)cc2)cc1,1,training
278,c1ccc(C(c2ccccc2)c2ccccc2)cc1,0,training
279,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,0,training
280,CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,0,training
281,Oc1cccc2ncccc12,1,training
282,CNc1ccc2nc(C)c(C)nc2c1C,1,test
283,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)O)ccc23)cc1,0,valid
284,CC(=O)OCCC(C=O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,1,training
285,[O-][NH+](O)c1cc(C(F)(F)F)ccc1Cl,0,training
286,CC(C)OC(=O)Cc1ccccc1,0,training
287,O=C(Cl)C(Cl)c1ccccc1,1,training
288,COc1c2c(cc3oc4c(CCC(C)(C)O)ccc(O)c4c(=O)c13)OC1OC=CC21,1,valid
289,CCC1(CC(=O)O)OCCc2c1[nH]c1c(C(C)O)cccc21,0,training
290,[O-][NH+](O)c1cccc(C(F)(F)F)c1,0,training
291,[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(c4ccccc4)CC3)c21,1,training
292,c1ccc2c(c1)ncc1cnc3ccccc3c12,0,training
293,Nc1cccc(O)c1,1,training
294,O=C1CC(=C(Cl)Cl)C(=O)N1,1,training
295,Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(N)cc3[o+]c2c1,0,training
296,CCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,1,training
297,CC(C)(C)CC(C)(C)c1ccc(OCCOC[CH-][N+](C)(C)Cc2ccccc2)cc1,0,training
298,NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,0,training
299,O=[N+]([O-])c1ccccc1SSC(Cl)=C(Cl)C(F)(F)F,1,training
300,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1cccc([N+](=O)[O-])c1C2=O,1,valid
301,COC(C)(C)CC(C)=O,0,training
302,CON,0,training
303,CC(CC[N-][N+]#N)c1ccccc1,1,test
304,CC1(C2CO2)CO1,1,training
305,O=[N+]([O-])c1ccc2ccccc2c1,1,training
306,Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl,1,training
307,CC1(C(=O)Nc2ccccc2)CO1,1,training
308,N1=NC2C3OC3C1C1OC21,0,training
309,CC(C)S(=O)(=O)Cl,1,training
310,Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1I,0,training
311,O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1,1,training
312,COC(=O)CCCC(=O)OC,0,test
313,CC(Br)CBr,1,training
314,c1ccc2c(c1)ccc1c3ccccc3sc21,1,training
315,C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,1,training
316,Cc1cccc(C)c1[NH+]([O-])O,1,test
317,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,1,training
318,CCCCCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
319,N#[N+][N-]CC(O)Cn1cnc2c(N)ncnc21,1,training
320,c1ccc2c(c1)-c1cc3ccccc3c3cc4c(c-2c13)CCCC4,1,training
321,CN(C)CCNC(=O)n1c2ccccc2c(=O)c2ccccc21,1,training
322,c1ccc2c(CCC3CO3)cccc2c1,1,training
323,Nc1cccc(N)n1,1,training
324,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,0,test
325,Cc1cc(C)c(C)c(C)c1,0,training
326,ClCc1ccc(Br)cc1,0,training
327,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1,0,training
328,Nc1nc(Cl)cc(Cl)n1,0,training
329,O=[N+]([O-])c1ccc(NC2OCC(O)C(O)C2O)cc1,0,training
330,CCOC(=O)C(Cl)C(C)=O,0,training
331,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,1,training
332,N#Cc1cccc(C=Cc2ccc([N+](=O)[O-])cc2)c1,1,training
333,O=[N+]([O-])c1ccc2c3ccccc3c3cccc4ccc1c2c43,1,training
334,O=[N+]([O-])c1ccccc1S(=O)(=O)O,0,test
335,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1C(O)C3,0,training
336,CC1=CC(=C(C#N)C#N)C=C(/C=C/c2ccc(N(C)C)cc2)O1,1,valid
337,O=[N+]([O-])c1ccccc1O,0,training
338,O=C1c2ccccc2C(=O)c2cc(CO)ccc21,0,valid
339,c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,1,training
340,O=C(O)C=Cc1cnc[nH]1,0,training
341,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,0,valid
342,[O-][n+]1c2ccc3ccccc3c2cc2c3ccccc3ccc21,0,training
343,c1ccc2c(c1)-c1c(ccc3ccccc13)[C@@H]1N[C@H]21,1,training
344,CCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0,training
345,C1=C2CCCC(=CC3OC13)O2,0,training
346,O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C=C[C@H](O)[C@H]4O,1,training
347,CC1=CC2=C(C=O)C(=O)C(C)(O)C(O)C2=CO1,1,training
348,Cc1cc(C#[N+][O-])cc(C#[N+][O-])c1,1,training
349,[O-][n+]1ccc(NO)c2ccccc21,1,valid
350,c1ccoc1,0,training
351,C#C[C@@](OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(C)c(C)c1,1,valid
352,O=[N+]([O-])c1cc2ccc3ccc4cccc5cc1c2c3c45,1,training
353,Oc1ccc2c(O)cccc2c1,1,valid
354,Nc1cc2ccccc2cc1N,1,training
355,COC12C(=COC(N)=O)c3c(O)c(N)c(C)c(O)c3N1CC1NC12,1,valid
356,Cc1ccc(S(=O)(=O)NC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,0,training
357,O=C(O)CNCP(=O)(O)O,0,training
358,CCBr,1,training
359,C=CC(=O)OCC1CO1,1,training
360,Clc1cccnc1Cl,1,training
361,CS(=O)(=O)Nc1ccc(Nc2c3ccc([N-][N+]#N)cc3nc3cc([N-][N+]#N)ccc23)cc1,1,training
362,Oc1cc2ccccc2c2ccccc12,1,training
363,O=CC=C(Cl)Cl,1,training
364,O=[N+]([O-])c1ccc2c(c1)nc(/C=N/OCc1ccccc1[N+](=O)[O-])n2Cc1ccccc1,1,training
365,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,1,training
366,Nc1nc(N)c2[nH]cnc2n1,0,valid
367,CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1,0,valid
368,c1csc(-c2nc(N3CCOCC3)c3ccccc3n2)c1,1,training
369,CCCCOC(=O)c1cccc2cccnc12,0,training
370,Cc1ccc2c(ccc3c4ccccc4ccc23)c1,1,training
371,Nc1[nH]ccc2nc3ccccc3c1-2,1,training
372,CCc1ccccc1N,0,training
373,CCCCCCOCC1CO1,1,training
374,C[C@H]1CN(N=O)CCN1N=O,1,test
375,CC(C)(Cl)Cl,0,test
376,ClCc1ccncc1,0,training
377,COC(C)CCOC(C)=O,0,training
378,Cc1ccccc1NO,1,valid
379,Nc1cccc2nc3ccccc3c(N)c12,1,training
380,O=CC(O)C(O)C(O)C(O)CO,0,training
381,Nc1ccccc1,0,training
