,Unnamed: 0,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,group
53,1438,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,TOX29008,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,training
54,7786,,,,,,,,0.0,,0.0,,,TOX31564,COc1cc(/C=C/C(N)=O)cc(OC)c1OC,training
55,2378,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX29295,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,training
56,5499,0.0,0.0,0.0,,,0.0,,1.0,0.0,1.0,0.0,1.0,TOX26401,Cc1ccc(O)c2ncccc12,training
57,6540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6183,CCCCN(CCCC)CCCC,training
58,4203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5661,C=C(C)c1ccccc1,test
59,2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5593,CNC(=O)N(c1ccccc1)c1ccccc1,training
60,5761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1752,CC(=O)C(C)(C)C,training
61,4661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22006,CCCCCCCC(=O)OCC(O)CO,training
62,1516,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,TOX27200,CC(=O)CCC1=C(C)CCCC1(C)C,training
63,5909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27000,ClCCOCCOCCCl,valid
64,6081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX7137,CCCCCCCC/C=C\CCCCCCCC(N)=O,training
65,3170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22613,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,training
66,7777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25351,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,test
67,2163,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27646,CC(C)COC(=O)C=Cc1ccccc1,training
68,6594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24899,CC(C)CC(C)(N)C#N,training
69,5548,,,,,,,,1.0,,0.0,,,TOX31433,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1,training
70,4551,0.0,,,,,1.0,,,1.0,,1.0,,TOX28690,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2,training
71,3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6740,COC(=O)CCCCCCCCC(=O)OC,training
72,1286,,,,,,,,0.0,,0.0,,,TOX28960,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,training
73,4542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24799,CC(C)(C)C1CCCCC1O,training
74,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9124,Cc1cc(C)c(C)cc1C,training
75,1680,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,TOX7338,C/C(Cl)=C/CCl,test
76,6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21451,C=CCS(=O)(=O)[O-],valid
77,5487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX292,O=CCCl,test
78,5111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27570,C[C@H]1C[C@@H](O)CC(C)(C)C1,training
79,5368,0.0,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,TOX2577,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,training
80,7444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX7991,CCCCCCCCCCCCCCCCO,training
81,6682,,,,,,,,0.0,,0.0,,,TOX31622,CCOC(=O)C(=O)CCCCCCl,training
82,6564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX25658,CC(=O)OC1CN2CCC1CC2,training
83,5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX5091,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,training
84,2746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX20794,[O-]c1ccccc1-c1ccccc1,training
85,7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24399,O=P(O)(O)c1ccccc1,training
86,1155,1.0,1.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,TOX6796,COCC(C)OC(C)=O,valid
87,1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27466,CC(C)OCCO,training
88,852,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,,TOX10695,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,training
89,7369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6769,C[Si](C)(C)O[Si](C)(C)C,training
90,3032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1638,CC(Cl)(Cl)[N+](=O)[O-],training
91,2159,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25946,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,training
92,4216,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,1.0,0.0,TOX26257,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,training
93,4907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27274,CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,valid
94,3259,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,TOX29288,CCCCCCCCN1C=CN(C)C1,training
95,3679,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX2603,Nc1cc(-c2ccncc2)c[nH]c1=O,training
96,6136,0.0,0.0,,0.0,0.0,1.0,,1.0,,,1.0,,TOX983,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,training
97,5306,,,,,,,,0.0,,0.0,,,TOX2646,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,training
98,2813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX7295,CCSCCCl,valid
99,3207,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,1.0,1.0,TOX12589,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,valid
100,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1965,Clc1ccc(Cl)c(Cl)c1,training
101,4057,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX25205,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,training
102,6245,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,TOX3063,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,valid
103,4646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26861,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,training
104,2748,0.0,,0.0,,,,,,,,,,TOX6902,CCCCCCCCCCCCCCCCCC[N+](C)(C)C,training
105,718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX28682,COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,training
106,6001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27439,CC(C)CCOCc1ccccc1,training
107,3001,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,TOX156,N#CSCc1ccccc1,valid
108,6902,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,1.0,TOX26602,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,training
109,3016,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX25836,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,training
110,589,0.0,,0.0,,,,,,0.0,1.0,1.0,1.0,TOX12533,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,test
111,5260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22014,ON=CC=NO,training
112,4274,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX209,CCCCOC(=O)c1ccc(O)cc1,training
113,4486,0.0,0.0,1.0,,,,,1.0,0.0,,1.0,0.0,TOX862,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,training
114,3997,0.0,,,,,,,,,,1.0,,TOX27920,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,training
115,2573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX508,C[As](C)(=O)O,training
116,3236,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,TOX27290,CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1C,training
117,149,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX21689,CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O,test
118,1355,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX27553,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,test
119,1067,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX26908,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,training
120,6275,0.0,,0.0,,,,,1.0,,,,,TOX120,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,training
121,1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX617,C=CCc1ccc(O)c(OC)c1,valid
122,4178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3122,CN1C(=O)C(C)(C2=CCCCC2)C(=O)N=C1O,test
123,7335,0.0,0.0,0.0,,,,,,0.0,,1.0,,TOX239,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,training
124,1955,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,TOX2833,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,test
125,932,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,TOX26427,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,training
126,7481,0.0,,0.0,,,,0.0,,,,1.0,,TOX1559,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,valid
127,5361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24493,CCO[Si](CCCNC(N)=O)(OCC)OCC,training
128,5844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX1647,CCCC(=O)C(=O)O,training
129,3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX9608,C=COCC(C)C,training
130,4414,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21973,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,training
131,6413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27167,CNC(C)=O,test
132,6407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27811,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O,training
133,5244,0.0,1.0,0.0,,,0.0,1.0,1.0,1.0,,0.0,,TOX6107,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,training
134,6382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6535,O=C(O)c1ccc(S(=O)(=O)O)cc1C(=O)O,training
135,6513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7352,CCCCCCCCCCCl,training
136,1537,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14300,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,training
137,532,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28848,CC(=O)OC1(c2ccccc2)CCN(CCc2ccccc2)CC1,training
138,5301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,TOX3660,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,training
139,920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3510,CCC1(c2ccccc2)C(=O)NCNC1=O,training
140,3979,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1340,CC(N)=S,training
141,5537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5740,O=C(Cl)c1cccc([N+](=O)[O-])c1,training
142,3358,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,TOX28481,Cn1c(=O)cc(Oc2ccc(F)cc2F)c2cnc(NCC(C)(C)O)nc21,training
143,4473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20661,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,training
144,7288,1.0,1.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,TOX28645,C=C1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,training
145,5319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX134,O=Cc1ccccc1,training
146,3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25963,COc1cc(OC)cc(OC)c1,test
147,7184,,,,,,,,0.0,,0.0,,,TOX70,NCCCCCC(=O)O,training
148,3733,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX6512,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,training
149,6183,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,TOX26637,O=C([O-])c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1,training
150,6962,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22094,CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,test
151,5776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX12555,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,training
152,5575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13923,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,training
153,5124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2128,C=C(C)C(=O)OCCO,training
154,1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1485,O=C(O)c1cccc(C(=O)O)c1,training
155,2292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24438,O=C1CCCCO1,training
156,4786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX5726,Nc1ccccc1[N+](=O)[O-],training
157,6788,0.0,0.0,1.0,,,0.0,,,0.0,0.0,0.0,0.0,TOX28772,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,training
158,5903,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,TOX1857,CCCCCCCCCc1ccc(O)cc1,valid
